instance family glasgow hybrid-checking hybrid-always hybrid-rbj hybrid-never
all-images-CVIU11-pattern39-target39 14 151 3 2 3 2
all-images-CVIU11-pattern39-target4 14 244 2 1 2 1
all-images-CVIU11-pattern39-target40 14 196 3 2 3 2
all-images-CVIU11-pattern39-target41 14 200 3 1 3 2
all-images-CVIU11-pattern39-target42 14 215 3 1 3 1
all-images-CVIU11-pattern39-target43 14 344 3 1 3 2
all-images-CVIU11-pattern39-target44 14 532 4 1 4 2
all-images-CVIU11-pattern39-target45 14 432 1 1 1 1
all-images-CVIU11-pattern39-target46 14 265 2 1 2 2
all-images-CVIU11-pattern39-target47 14 385 3 1 3 1
all-images-CVIU11-pattern39-target48 14 113 2 1 2 1
all-images-CVIU11-pattern39-target49 14 206 4 1 4 2
all-images-CVIU11-pattern39-target5 14 336 3 2 3 3
all-images-CVIU11-pattern39-target50 14 474 4 1 4 1
all-images-CVIU11-pattern39-target51 14 153 2 1 2 1
all-images-CVIU11-pattern39-target52 14 169 4 1 4 3
all-images-CVIU11-pattern39-target53 14 114 1 1 1 1
all-images-CVIU11-pattern39-target54 14 115 4 1 4 1
all-images-CVIU11-pattern39-target55 14 103 3 1 3 1
all-images-CVIU11-pattern39-target56 14 82 2 1 2 1
all-images-CVIU11-pattern39-target57 14 589 1 1 1 1
all-images-CVIU11-pattern39-target58 14 86 1 1 1 1
all-images-CVIU11-pattern39-target59 14 308 1 1 1 1
all-images-CVIU11-pattern39-target6 14 338 3 1 3 2
all-images-CVIU11-pattern39-target60 14 167 4 1 4 1
all-images-CVIU11-pattern39-target61 14 285 4 1 4 1
all-images-CVIU11-pattern39-target62 14 353 5 1 5 3
all-images-CVIU11-pattern39-target63 14 297 3 1 3 1
all-images-CVIU11-pattern39-target64 14 178 4 1 4 2
all-images-CVIU11-pattern39-target65 14 182 5 1 5 2
all-images-CVIU11-pattern39-target66 14 106 3 1 3 2
all-images-CVIU11-pattern39-target67 14 359 8 1 8 1
all-images-CVIU11-pattern39-target68 14 393 2 1 2 2
all-images-CVIU11-pattern39-target69 14 422 5 1 5 3
all-images-CVIU11-pattern39-target7 14 391 4 2 4 3
all-images-CVIU11-pattern39-target70 14 375 0 0 0 0
all-images-CVIU11-pattern39-target71 14 296 3 1 3 2
all-images-CVIU11-pattern39-target72 14 289 2 1 2 1
all-images-CVIU11-pattern39-target73 14 373 1 1 1 1
all-images-CVIU11-pattern39-target74 14 403 4 1 4 3
all-images-CVIU11-pattern39-target75 14 413 3 1 3 1
all-images-CVIU11-pattern39-target76 14 439 2 1 2 1
all-images-CVIU11-pattern39-target77 14 418 6 1 6 3
all-images-CVIU11-pattern39-target78 14 441 5 1 5 1
all-images-CVIU11-pattern39-target79 14 115 0 0 0 0
all-images-CVIU11-pattern39-target8 14 161 1 1 1 1
all-images-CVIU11-pattern39-target80 14 102 6 1 6 2
all-images-CVIU11-pattern39-target81 14 197 4 1 4 1
all-images-CVIU11-pattern39-target82 14 244 3 1 3 2
all-images-CVIU11-pattern39-target83 14 265 1 1 1 1
all-images-CVIU11-pattern39-target84 14 22 1 0 0 0
all-images-CVIU11-pattern39-target85 14 315 2 1 2 1
all-images-CVIU11-pattern39-target86 14 193 2 1 2 1
all-images-CVIU11-pattern39-target87 14 170 2 1 2 1
all-images-CVIU11-pattern39-target88 14 282 2 1 2 2
all-images-CVIU11-pattern39-target89 14 138 1 1 1 1
all-images-CVIU11-pattern39-target9 14 173 4 1 4 2
all-images-CVIU11-pattern39-target90 14 53 0 0 0 0
all-images-CVIU11-pattern39-target91 14 32 1 0 0 0
all-images-CVIU11-pattern39-target92 14 401 5 2 5 2
all-images-CVIU11-pattern39-target93 14 197 4 2 4 4
all-images-CVIU11-pattern39-target94 14 272 5 1 5 4
all-images-CVIU11-pattern39-target95 14 57 1 1 1 1
all-images-CVIU11-pattern39-target96 14 127 1 1 1 1
all-images-CVIU11-pattern39-target97 14 149 1 1 1 1
all-images-CVIU11-pattern39-target98 14 87 1 0 0 0
all-images-CVIU11-pattern39-target99 14 271 2 1 2 1
all-images-CVIU11-pattern4-target1 14 249 3 1 3 2
all-images-CVIU11-pattern4-target10 14 169 0 0 0 0
all-images-CVIU11-pattern4-target100 14 65 0 0 0 0
all-images-CVIU11-pattern4-target101 14 37 0 0 0 0
all-images-CVIU11-pattern4-target102 14 122 0 0 0 0
all-images-CVIU11-pattern4-target103 14 107 0 0 0 0
all-images-CVIU11-pattern4-target104 14 245 0 0 0 0
all-images-CVIU11-pattern4-target105 14 214 0 0 0 0
all-images-CVIU11-pattern4-target106 14 160 0 0 0 0
all-images-CVIU11-pattern4-target107 14 145 0 0 0 0
all-images-CVIU11-pattern4-target108 14 413 3 1 3 2
all-images-CVIU11-pattern4-target109 14 229 0 0 0 0
all-images-CVIU11-pattern4-target11 14 65 0 0 0 0
all-images-CVIU11-pattern4-target110 14 85 0 0 0 0
all-images-CVIU11-pattern4-target111 14 114 0 0 0 0
all-images-CVIU11-pattern4-target112 14 96 0 0 0 0
all-images-CVIU11-pattern4-target113 14 102 0 0 0 0
all-images-CVIU11-pattern4-target114 14 47 0 0 0 0
all-images-CVIU11-pattern4-target115 14 204 1 0 0 0
all-images-CVIU11-pattern4-target116 14 427 0 0 0 0
all-images-CVIU11-pattern4-target117 14 233 2 1 2 2
all-images-CVIU11-pattern4-target118 14 170 1 1 1 1
all-images-CVIU11-pattern4-target119 14 413 3 1 3 2
all-images-CVIU11-pattern4-target12 14 204 0 0 0 0
all-images-CVIU11-pattern4-target120 14 283 3 1 3 1
all-images-CVIU11-pattern4-target121 14 258 0 0 0 0
all-images-CVIU11-pattern4-target122 14 124 0 0 0 0
all-images-CVIU11-pattern4-target123 14 331 0 0 0 0
all-images-CVIU11-pattern4-target124 14 163 0 0 0 0
all-images-CVIU11-pattern4-target125 14 298 1 1 1 1
all-images-CVIU11-pattern4-target126 14 42 3 3 3 3
all-images-CVIU11-pattern4-target127 14 45 0 0 0 0
all-images-CVIU11-pattern4-target128 14 267 2 1 2 1
all-images-CVIU11-pattern4-target129 14 58 0 0 0 0
all-images-CVIU11-pattern4-target13 14 233 0 0 0 0
all-images-CVIU11-pattern4-target130 14 57 0 0 0 0
all-images-CVIU11-pattern4-target131 14 77 0 0 0 0
all-images-CVIU11-pattern4-target132 14 173 3 2 3 2
all-images-CVIU11-pattern4-target133 14 93 0 0 0 0
all-images-CVIU11-pattern4-target134 14 153 0 0 0 0
all-images-CVIU11-pattern4-target135 14 138 0 0 0 0
all-images-CVIU11-pattern4-target136 14 145 1 1 1 1
all-images-CVIU11-pattern4-target137 14 93 0 0 0 0
all-images-CVIU11-pattern4-target138 14 438 0 0 0 0
all-images-CVIU11-pattern4-target139 14 49 0 0 0 0
all-images-CVIU11-pattern4-target14 14 39 0 0 0 0
all-images-CVIU11-pattern4-target140 14 100 0 0 0 0
all-images-CVIU11-pattern4-target141 14 46 0 0 0 0
all-images-CVIU11-pattern4-target142 14 105 0 0 0 0
all-images-CVIU11-pattern4-target143 14 102 0 0 0 0
all-images-CVIU11-pattern4-target144 14 147 0 0 0 0
all-images-CVIU11-pattern4-target145 14 90 2 1 2 1
all-images-CVIU11-pattern4-target146 14 291 3 1 3 1
all-images-CVIU11-pattern4-target15 14 39 0 0 0 0
all-images-CVIU11-pattern4-target16 14 79 1 1 1 1
all-images-CVIU11-pattern4-target17 14 339 1 1 1 1
all-images-CVIU11-pattern4-target18 14 247 2 1 2 1
all-images-CVIU11-pattern4-target19 14 443 1 0 0 0
all-images-CVIU11-pattern4-target2 14 212 1 1 1 1
all-images-CVIU11-pattern4-target20 14 346 0 0 0 0
all-images-CVIU11-pattern4-target21 14 181 0 0 0 0
all-images-CVIU11-pattern4-target22 14 132 3 1 3 1
all-images-CVIU11-pattern4-target23 14 287 2 1 2 1
all-images-CVIU11-pattern4-target24 14 25 0 0 0 0
all-images-CVIU11-pattern4-target25 14 124 0 0 0 0
all-images-CVIU11-pattern4-target26 14 79 2 1 2 1
all-images-CVIU11-pattern4-target27 14 214 0 0 0 0
all-images-CVIU11-pattern4-target28 14 33 0 0 0 0
all-images-CVIU11-pattern4-target29 14 375 0 0 0 0
all-images-CVIU11-pattern4-target3 14 281 2 1 2 2
all-images-CVIU11-pattern4-target30 14 349 0 0 0 0
all-images-CVIU11-pattern4-target31 14 206 0 0 0 0
all-images-CVIU11-pattern4-target32 14 577 2 1 2 1
all-images-CVIU11-pattern4-target33 14 469 0 0 0 0
all-images-CVIU11-pattern4-target34 14 205 1 1 1 1
all-images-CVIU11-pattern4-target35 14 439 1 0 0 0
all-images-CVIU11-pattern4-target36 14 138 5 1 5 2
all-images-CVIU11-pattern4-target37 14 441 2 1 2 1
all-images-CVIU11-pattern4-target38 14 363 4 1 4 3
all-images-CVIU11-pattern4-target39 14 186 1 1 1 1
all-images-CVIU11-pattern4-target4 14 255 2 1 2 1
all-images-CVIU11-pattern4-target40 14 209 3 1 3 1
all-images-CVIU11-pattern4-target41 14 159 0 0 0 0
all-images-CVIU11-pattern4-target42 14 201 0 0 0 0
all-images-CVIU11-pattern4-target43 14 288 0 0 0 0
all-images-CVIU11-pattern4-target44 14 478 2 1 2 1
all-images-CVIU11-pattern4-target45 14 473 0 0 0 0
all-images-CVIU11-pattern4-target46 14 224 1 1 1 1
all-images-CVIU11-pattern4-target47 14 376 1 1 1 1
all-images-CVIU11-pattern4-target48 14 125 2 1 2 2
all-images-CVIU11-pattern4-target49 14 217 1 1 1 1
all-images-CVIU11-pattern4-target5 14 353 1 1 1 1
all-images-CVIU11-pattern4-target50 14 421 2 1 2 1
all-images-CVIU11-pattern4-target51 14 197 2 1 2 1
all-images-CVIU11-pattern4-target52 14 176 1 1 1 1
all-images-CVIU11-pattern4-target53 14 115 2 1 2 2
all-images-CVIU11-pattern4-target54 14 125 0 0 0 0
all-images-CVIU11-pattern4-target55 14 83 0 0 0 0
all-images-CVIU11-pattern4-target56 14 60 0 0 0 0
all-images-CVIU11-pattern4-target57 14 511 2 1 2 2
all-images-CVIU11-pattern4-target58 14 102 3 1 3 3
all-images-CVIU11-pattern4-target59 14 264 0 0 0 0
all-images-CVIU11-pattern4-target6 14 355 2 1 2 2
all-images-CVIU11-pattern4-target60 14 178 0 0 0 0
all-images-CVIU11-pattern4-target61 14 311 1 1 1 1
all-images-CVIU11-pattern4-target62 14 381 2 1 2 1
all-images-CVIU11-pattern4-target63 14 282 2 1 2 1
all-images-CVIU11-pattern4-target64 14 169 0 0 0 0
all-images-CVIU11-pattern4-target65 14 172 0 0 0 0
all-images-CVIU11-pattern4-target66 14 117 2 1 2 1
all-images-CVIU11-pattern4-target67 14 363 5 1 5 1
all-images-CVIU11-pattern4-target68 14 407 2 1 2 1
all-images-CVIU11-pattern4-target69 14 446 2 1 2 1
all-images-CVIU11-pattern4-target7 14 331 4 1 4 3
all-images-CVIU11-pattern4-target70 14 420 1 1 1 1
all-images-CVIU11-pattern4-target71 14 315 1 0 0 1
all-images-CVIU11-pattern4-target72 14 285 3 1 3 1
all-images-CVIU11-pattern4-target73 14 406 2 1 2 2
all-images-CVIU11-pattern4-target74 14 430 2 1 2 1
all-images-CVIU11-pattern4-target75 14 442 1 0 0 0
all-images-CVIU11-pattern4-target76 14 464 2 1 2 1
all-images-CVIU11-pattern4-target77 14 429 0 0 0 0
all-images-CVIU11-pattern4-target78 14 445 4 1 4 1
all-images-CVIU11-pattern4-target79 14 93 1 1 1 1
all-images-CVIU11-pattern4-target8 14 173 0 0 0 0
all-images-CVIU11-pattern4-target80 14 108 0 0 0 0
all-images-CVIU11-pattern4-target81 14 144 0 0 0 0
all-images-CVIU11-pattern4-target82 14 247 3 1 3 1
all-images-CVIU11-pattern4-target83 14 297 1 0 0 0
all-images-CVIU11-pattern4-target84 14 22 0 0 0 0
all-images-CVIU11-pattern4-target85 14 345 1 1 1 1
all-images-CVIU11-pattern4-target86 14 211 0 0 0 0
all-images-CVIU11-pattern4-target87 14 136 0 0 0 0
all-images-CVIU11-pattern4-target88 14 304 3 1 3 1
all-images-CVIU11-pattern4-target89 14 125 1 1 1 1
all-images-CVIU11-pattern4-target9 14 177 0 0 0 0
all-images-CVIU11-pattern4-target90 14 66 0 0 0 0
all-images-CVIU11-pattern4-target91 14 21 0 0 0 0
all-images-CVIU11-pattern4-target92 14 405 1 1 1 1
all-images-CVIU11-pattern4-target93 14 215 1 1 1 1
all-images-CVIU11-pattern4-target94 14 291 2 1 2 1
all-images-CVIU11-pattern4-target95 14 29 0 0 0 0
all-images-CVIU11-pattern4-target96 14 161 1 0 0 0
all-images-CVIU11-pattern4-target97 14 106 0 0 0 0
all-images-CVIU11-pattern4-target98 14 69 0 0 0 0
all-images-CVIU11-pattern4-target99 14 316 0 0 0 0
all-images-CVIU11-pattern40-target1 14 210 21 1 21 1
all-images-CVIU11-pattern40-target10 14 163 20 1 20 1
all-images-CVIU11-pattern40-target100 14 40 6 1 6 1
all-images-CVIU11-pattern40-target101 14 52 1 1 1 1
all-images-CVIU11-pattern40-target102 14 91 8 2 8 2
all-images-CVIU11-pattern40-target103 14 140 14 1 14 1
all-images-CVIU11-pattern40-target104 14 214 33 1 33 1
all-images-CVIU11-pattern40-target105 14 223 22 1 22 1
all-images-CVIU11-pattern40-target106 14 175 9 1 9 1
all-images-CVIU11-pattern40-target107 14 119 12 1 12 1
all-images-CVIU11-pattern40-target108 14 405 52 2 52 2
all-images-CVIU11-pattern40-target109 14 235 21 1 21 1
all-images-CVIU11-pattern40-target11 14 74 2 1 2 1
all-images-CVIU11-pattern40-target110 14 91 2 1 2 1
all-images-CVIU11-pattern40-target111 14 83 17 1 17 1
all-images-CVIU11-pattern40-target112 14 80 10 1 10 1
all-images-CVIU11-pattern40-target113 14 100 2 1 2 1
all-images-CVIU11-pattern40-target114 14 61 5 1 5 1
all-images-CVIU11-pattern40-target115 14 171 22 1 22 1
all-images-CVIU11-pattern40-target116 14 382 37 1 37 1
all-images-CVIU11-pattern40-target117 14 201 35 1 35 1
all-images-CVIU11-pattern40-target118 14 142 26 1 26 1
all-images-CVIU11-pattern40-target119 14 390 37 1 37 1
all-images-CVIU11-pattern40-target12 14 199 16 1 16 1
all-images-CVIU11-pattern40-target120 14 244 31 1 31 1
all-images-CVIU11-pattern40-target121 14 284 26 1 26 1
all-images-CVIU11-pattern40-target122 14 135 28 1 28 1
all-images-CVIU11-pattern40-target123 14 284 37 2 37 2
all-images-CVIU11-pattern40-target124 14 175 32 1 32 1
all-images-CVIU11-pattern40-target125 14 263 12 1 12 1
all-images-CVIU11-pattern40-target126 14 40 7 1 7 1
all-images-CVIU11-pattern40-target127 14 41 7 1 7 1
all-images-CVIU11-pattern40-target128 14 241 29 1 29 1
all-images-CVIU11-pattern40-target129 14 43 11 1 11 1
all-images-CVIU11-pattern40-target13 14 186 30 1 30 1
all-images-CVIU11-pattern40-target130 14 38 7 1 7 1
all-images-CVIU11-pattern40-target131 14 116 19 1 19 1
all-images-CVIU11-pattern40-target132 14 126 33 2 33 2
all-images-CVIU11-pattern40-target133 14 128 27 1 27 1
all-images-CVIU11-pattern40-target134 14 122 12 1 12 1
all-images-CVIU11-pattern40-target135 14 112 24 1 24 1
all-images-CVIU11-pattern40-target136 14 119 26 1 26 1
all-images-CVIU11-pattern40-target137 14 41 14 2 14 2
all-images-CVIU11-pattern40-target138 14 395 32 2 32 2
all-images-CVIU11-pattern40-target139 14 55 18 1 18 1
all-images-CVIU11-pattern40-target14 14 65 3 1 3 1
all-images-CVIU11-pattern40-target140 14 67 17 1 17 1
all-images-CVIU11-pattern40-target141 14 85 6 1 6 1
all-images-CVIU11-pattern40-target142 14 107 30 3 30 3
all-images-CVIU11-pattern40-target143 14 83 25 2 25 2
all-images-CVIU11-pattern40-target144 14 156 8 1 8 1
all-images-CVIU11-pattern40-target145 14 62 9 1 9 1
all-images-CVIU11-pattern40-target146 14 302 29 1 29 1
all-images-CVIU11-pattern40-target15 14 28 14 1 14 1
all-images-CVIU11-pattern40-target16 14 62 9 1 9 1
all-images-CVIU11-pattern40-target17 14 261 32 1 32 1
all-images-CVIU11-pattern40-target18 14 213 42 1 42 1
all-images-CVIU11-pattern40-target19 14 416 43 1 43 1
all-images-CVIU11-pattern40-target2 14 157 13 1 13 1
all-images-CVIU11-pattern40-target20 14 324 22 1 22 1
all-images-CVIU11-pattern40-target21 14 185 16 1 16 1
all-images-CVIU11-pattern40-target22 14 108 25 1 25 1
all-images-CVIU11-pattern40-target23 14 237 20 1 20 1
all-images-CVIU11-pattern40-target24 14 28 9 1 9 1
all-images-CVIU11-pattern40-target25 14 106 3 1 3 1
all-images-CVIU11-pattern40-target26 14 52 8 1 8 1
all-images-CVIU11-pattern40-target27 14 222 22 1 22 1
all-images-CVIU11-pattern40-target28 14 38 5 1 5 1
all-images-CVIU11-pattern40-target29 14 398 48 1 48 1
all-images-CVIU11-pattern40-target3 14 245 29 1 29 1
all-images-CVIU11-pattern40-target30 14 290 29 1 29 1
all-images-CVIU11-pattern40-target31 14 223 23 2 23 2
all-images-CVIU11-pattern40-target32 14 459 33 2 33 2
all-images-CVIU11-pattern40-target33 14 479 47 1 47 1
all-images-CVIU11-pattern40-target34 14 206 17 2 17 2
all-images-CVIU11-pattern40-target35 14 374 42 1 42 1
all-images-CVIU11-pattern40-target36 14 160 34 2 34 2
all-images-CVIU11-pattern40-target37 14 375 32 4 32 4
all-images-CVIU11-pattern40-target38 14 334 32 1 32 1
all-images-CVIU11-pattern40-target39 14 136 27 2 27 2
all-images-CVIU11-pattern40-target4 14 226 18 1 18 1
all-images-CVIU11-pattern40-target40 14 178 33 1 33 1
all-images-CVIU11-pattern40-target41 14 187 22 1 22 1
all-images-CVIU11-pattern40-target42 14 193 23 1 23 1
all-images-CVIU11-pattern40-target43 14 303 36 1 36 1
all-images-CVIU11-pattern40-target44 14 421 26 1 26 1
all-images-CVIU11-pattern40-target45 14 405 14 1 14 1
all-images-CVIU11-pattern40-target46 14 231 29 2 29 2
all-images-CVIU11-pattern40-target47 14 323 58 1 58 1
all-images-CVIU11-pattern40-target48 14 110 15 1 15 1
all-images-CVIU11-pattern40-target49 14 185 40 2 40 2
all-images-CVIU11-pattern40-target5 14 315 47 1 47 1
all-images-CVIU11-pattern40-target50 14 398 60 1 60 1
all-images-CVIU11-pattern40-target51 14 138 33 1 33 1
all-images-CVIU11-pattern40-target52 14 177 24 1 24 1
all-images-CVIU11-pattern40-target53 14 95 25 1 25 1
all-images-CVIU11-pattern40-target54 14 101 20 1 20 1
all-images-CVIU11-pattern40-target55 14 90 21 1 21 1
all-images-CVIU11-pattern40-target56 14 68 9 1 9 1
all-images-CVIU11-pattern40-target57 14 457 34 2 34 2
all-images-CVIU11-pattern40-target58 14 73 19 1 19 1
all-images-CVIU11-pattern40-target59 14 327 13 1 13 1
all-images-CVIU11-pattern40-target6 14 348 33 2 33 2
all-images-CVIU11-pattern40-target60 14 152 13 1 13 1
all-images-CVIU11-pattern40-target61 14 281 25 1 25 1
all-images-CVIU11-pattern40-target62 14 340 31 1 31 1
all-images-CVIU11-pattern40-target63 14 237 39 1 39 1
all-images-CVIU11-pattern40-target64 14 180 12 1 12 1
all-images-CVIU11-pattern40-target65 14 145 28 1 28 1
all-images-CVIU11-pattern40-target66 14 93 14 1 14 1
all-images-CVIU11-pattern40-target67 14 344 30 1 30 1
all-images-CVIU11-pattern40-target68 14 364 27 1 27 1
all-images-CVIU11-pattern40-target69 14 409 29 2 29 2
all-images-CVIU11-pattern40-target7 14 307 24 7 24 9
all-images-CVIU11-pattern40-target70 14 352 20 1 20 1
all-images-CVIU11-pattern40-target71 14 293 37 1 37 1
all-images-CVIU11-pattern40-target72 14 245 30 1 30 1
all-images-CVIU11-pattern40-target73 14 363 21 1 21 1
all-images-CVIU11-pattern40-target74 14 379 19 2 19 2
all-images-CVIU11-pattern40-target75 14 386 25 1 25 1
all-images-CVIU11-pattern40-target76 14 417 29 1 29 1
all-images-CVIU11-pattern40-target77 14 398 41 1 41 1
all-images-CVIU11-pattern40-target78 14 449 44 1 44 1
all-images-CVIU11-pattern40-target79 14 75 23 1 23 1
all-images-CVIU11-pattern40-target8 14 144 12 3 12 3
all-images-CVIU11-pattern40-target80 14 88 20 1 20 1
all-images-CVIU11-pattern40-target81 14 155 25 1 25 1
all-images-CVIU11-pattern40-target82 14 225 34 3 34 3
all-images-CVIU11-pattern40-target83 14 236 28 1 28 1
all-images-CVIU11-pattern40-target84 14 20 7 1 7 1
all-images-CVIU11-pattern40-target85 14 360 56 1 56 1
all-images-CVIU11-pattern40-target86 14 177 13 1 13 1
all-images-CVIU11-pattern40-target87 14 157 14 1 14 1
all-images-CVIU11-pattern40-target88 14 261 22 2 22 3
all-images-CVIU11-pattern40-target89 14 103 16 1 16 1
all-images-CVIU11-pattern40-target9 14 185 3 2 3 2
all-images-CVIU11-pattern40-target90 14 56 7 1 7 1
all-images-CVIU11-pattern40-target91 14 42 11 1 11 1
all-images-CVIU11-pattern40-target92 14 371 68 2 68 2
all-images-CVIU11-pattern40-target93 14 202 35 2 35 2
all-images-CVIU11-pattern40-target94 14 261 37 1 37 1
all-images-CVIU11-pattern40-target95 14 36 4 1 4 1
all-images-CVIU11-pattern40-target96 14 115 16 3 16 3
all-images-CVIU11-pattern40-target97 14 118 13 2 13 2
all-images-CVIU11-pattern40-target98 14 70 3 1 3 1
all-images-CVIU11-pattern40-target99 14 262 22 1 22 1
all-images-CVIU11-pattern41-target1 14 219 1 1 1 1
all-images-CVIU11-pattern41-target10 14 200 1 1 1 1
all-images-CVIU11-pattern41-target100 14 44 4 1 4 1
all-images-CVIU11-pattern41-target101 14 46 1 1 1 1
all-images-CVIU11-pattern41-target102 14 114 1 1 1 1
all-images-CVIU11-pattern41-target103 14 128 1 1 1 1
all-images-CVIU11-pattern41-target104 14 211 4 1 4 1
all-images-CVIU11-pattern41-target105 14 234 2 1 2 1
all-images-CVIU11-pattern41-target106 14 202 4 1 4 1
all-images-CVIU11-pattern41-target107 14 129 1 1 1 1
all-images-CVIU11-pattern41-target108 14 365 13 3 13 4
all-images-CVIU11-pattern41-target109 14 254 6 1 6 2
all-images-CVIU11-pattern41-target11 14 77 1 1 1 1
all-images-CVIU11-pattern41-target110 14 96 2 1 2 1
all-images-CVIU11-pattern41-target111 14 88 3 1 3 1
all-images-CVIU11-pattern41-target112 14 82 4 1 4 1
all-images-CVIU11-pattern41-target113 14 103 3 1 3 1
all-images-CVIU11-pattern41-target114 14 58 3 1 3 1
all-images-CVIU11-pattern41-target115 14 235 3 2 3 2
all-images-CVIU11-pattern41-target116 14 383 9 1 9 1
all-images-CVIU11-pattern41-target117 14 207 4 1 4 1
all-images-CVIU11-pattern41-target118 14 149 1 1 1 1
all-images-CVIU11-pattern41-target119 14 395 6 1 6 1
all-images-CVIU11-pattern41-target12 14 210 4 2 4 2
all-images-CVIU11-pattern41-target120 14 247 1 1 1 1
all-images-CVIU11-pattern41-target121 14 331 2 1 2 1
all-images-CVIU11-pattern41-target122 14 138 3 1 3 1
all-images-CVIU11-pattern41-target123 14 287 7 1 7 1
all-images-CVIU11-pattern41-target124 14 181 2 1 2 1
all-images-CVIU11-pattern41-target125 14 295 2 1 2 1
all-images-CVIU11-pattern41-target126 14 28 2 1 2 1
all-images-CVIU11-pattern41-target127 14 37 2 1 2 1
all-images-CVIU11-pattern41-target128 14 282 6 1 6 1
all-images-CVIU11-pattern41-target129 14 46 1 1 1 1
all-images-CVIU11-pattern41-target13 14 190 2 1 2 1
all-images-CVIU11-pattern41-target130 14 44 3 1 3 1
all-images-CVIU11-pattern41-target131 14 123 4 1 4 1
all-images-CVIU11-pattern41-target132 14 128 5 1 5 1
all-images-CVIU11-pattern41-target133 14 106 1 1 1 1
all-images-CVIU11-pattern41-target134 14 138 2 1 2 1
all-images-CVIU11-pattern41-target135 14 117 1 1 1 1
all-images-CVIU11-pattern41-target136 14 123 4 1 4 1
all-images-CVIU11-pattern41-target137 14 43 2 1 2 1
all-images-CVIU11-pattern41-target138 14 414 7 1 7 1
all-images-CVIU11-pattern41-target139 14 59 2 1 2 1
all-images-CVIU11-pattern41-target14 14 45 1 1 1 1
all-images-CVIU11-pattern41-target140 14 71 1 1 1 1
all-images-CVIU11-pattern41-target141 14 87 1 1 1 1
all-images-CVIU11-pattern41-target142 14 111 2 1 2 1
all-images-CVIU11-pattern41-target143 14 86 5 1 5 1
all-images-CVIU11-pattern41-target144 14 168 3 1 3 1
all-images-CVIU11-pattern41-target145 14 98 2 1 2 1
all-images-CVIU11-pattern41-target146 14 257 7 1 7 1
all-images-CVIU11-pattern41-target15 14 48 1 1 1 1
all-images-CVIU11-pattern41-target16 14 67 1 1 1 1
all-images-CVIU11-pattern41-target17 14 323 6 1 6 1
all-images-CVIU11-pattern41-target18 14 250 2 1 2 1
all-images-CVIU11-pattern41-target19 14 411 4 1 4 1
all-images-CVIU11-pattern41-target2 14 160 2 1 2 1
all-images-CVIU11-pattern41-target20 14 289 2 1 2 1
all-images-CVIU11-pattern41-target21 14 218 2 1 2 1
all-images-CVIU11-pattern41-target22 14 115 1 1 1 1
all-images-CVIU11-pattern41-target23 14 242 3 1 3 1
all-images-CVIU11-pattern41-target24 14 32 3 1 3 1
all-images-CVIU11-pattern41-target25 14 128 1 1 1 1
all-images-CVIU11-pattern41-target26 14 55 1 1 1 1
all-images-CVIU11-pattern41-target27 14 171 4 1 4 1
all-images-CVIU11-pattern41-target28 14 47 3 1 3 1
all-images-CVIU11-pattern41-target29 14 423 5 1 5 1
all-images-CVIU11-pattern41-target3 14 252 2 1 2 1
all-images-CVIU11-pattern41-target30 14 300 8 1 8 1
all-images-CVIU11-pattern41-target31 14 251 5 1 5 1
all-images-CVIU11-pattern41-target32 14 482 8 1 8 1
all-images-CVIU11-pattern41-target33 14 454 11 1 11 1
all-images-CVIU11-pattern41-target34 14 207 3 1 3 1
all-images-CVIU11-pattern41-target35 14 398 6 1 6 1
all-images-CVIU11-pattern41-target36 14 119 1 1 1 1
all-images-CVIU11-pattern41-target37 14 391 10 1 10 1
all-images-CVIU11-pattern41-target38 14 322 4 1 4 1
all-images-CVIU11-pattern41-target39 14 143 1 1 1 1
all-images-CVIU11-pattern41-target4 14 230 3 1 3 1
all-images-CVIU11-pattern41-target40 14 194 12 1 12 1
all-images-CVIU11-pattern41-target41 14 201 1 1 1 1
all-images-CVIU11-pattern41-target42 14 197 3 1 3 1
all-images-CVIU11-pattern41-target43 14 309 5 1 5 1
all-images-CVIU11-pattern41-target44 14 441 7 1 7 1
all-images-CVIU11-pattern41-target45 14 443 1 1 1 1
all-images-CVIU11-pattern41-target46 14 203 4 1 4 1
all-images-CVIU11-pattern41-target47 14 404 9 1 9 1
all-images-CVIU11-pattern41-target48 14 120 4 1 4 1
all-images-CVIU11-pattern41-target49 14 192 2 1 2 1
all-images-CVIU11-pattern41-target5 14 309 5 1 5 1
all-images-CVIU11-pattern41-target50 14 405 6 1 6 1
all-images-CVIU11-pattern41-target51 14 149 6 1 6 1
all-images-CVIU11-pattern41-target52 14 154 5 1 5 1
all-images-CVIU11-pattern41-target53 14 118 3 1 3 1
all-images-CVIU11-pattern41-target54 14 105 1 1 1 1
all-images-CVIU11-pattern41-target55 14 96 2 1 2 1
all-images-CVIU11-pattern41-target56 14 69 2 1 2 1
all-images-CVIU11-pattern41-target57 14 472 12 1 12 1
all-images-CVIU11-pattern41-target58 14 76 2 1 2 1
all-images-CVIU11-pattern41-target59 14 287 1 1 1 1
all-images-CVIU11-pattern41-target6 14 396 8 1 8 1
all-images-CVIU11-pattern41-target60 14 171 3 1 3 1
all-images-CVIU11-pattern41-target61 14 280 4 1 4 1
all-images-CVIU11-pattern41-target62 14 364 8 1 8 1
