instance family glasgow hybrid-checking hybrid-always hybrid-rbj hybrid-never
all-meshes-CVIU11-pattern2-target134 13 21 0 0 0 0
all-meshes-CVIU11-pattern2-target135 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target136 13 12 0 0 0 0
all-meshes-CVIU11-pattern2-target137 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target138 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target139 13 1975 0 0 0 0
all-meshes-CVIU11-pattern2-target14 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target140 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target141 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target143 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target144 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target145 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target146 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target147 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target148 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target149 13 95 1 1 1 1
all-meshes-CVIU11-pattern2-target15 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target150 13 561 0 0 0 0
all-meshes-CVIU11-pattern2-target151 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target152 13 593 0 0 0 0
all-meshes-CVIU11-pattern2-target153 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target154 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target155 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target156 13 313 0 0 0 0
all-meshes-CVIU11-pattern2-target157 13 119 0 0 0 0
all-meshes-CVIU11-pattern2-target158 13 15 0 0 0 0
all-meshes-CVIU11-pattern2-target159 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target16 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target160 13 43 0 0 0 0
all-meshes-CVIU11-pattern2-target161 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target162 13 373 1 1 1 1
all-meshes-CVIU11-pattern2-target163 13 219 1 1 1 1
all-meshes-CVIU11-pattern2-target164 13 6 0 0 0 0
all-meshes-CVIU11-pattern2-target165 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target166 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target167 13 200 0 0 0 0
all-meshes-CVIU11-pattern2-target168 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target169 13 10 0 0 0 0
all-meshes-CVIU11-pattern2-target17 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target170 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target171 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target172 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target173 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target174 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target175 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target176 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target177 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target178 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target179 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target18 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target180 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target181 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target182 13 31 0 0 0 0
all-meshes-CVIU11-pattern2-target184 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target185 13 1658 1 1 1 1
all-meshes-CVIU11-pattern2-target186 13 1930 0 0 0 0
all-meshes-CVIU11-pattern2-target187 13 16 0 0 0 0
all-meshes-CVIU11-pattern2-target188 13 138 0 0 0 0
all-meshes-CVIU11-pattern2-target189 13 8 0 0 0 0
all-meshes-CVIU11-pattern2-target19 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target190 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target191 13 1280 1897 148 1897 168
all-meshes-CVIU11-pattern2-target192 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target193 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target194 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target195 13 7 0 0 0 0
all-meshes-CVIU11-pattern2-target196 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target197 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target198 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target199 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target2 13 26 0 0 0 0
all-meshes-CVIU11-pattern2-target20 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target200 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target201 13 10 0 0 0 0
all-meshes-CVIU11-pattern2-target202 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target203 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target204 13 11 0 0 0 0
all-meshes-CVIU11-pattern2-target205 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target206 13 20 0 0 0 0
all-meshes-CVIU11-pattern2-target207 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target208 13 8 0 0 0 0
all-meshes-CVIU11-pattern2-target209 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target21 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target210 13 142 0 0 0 0
all-meshes-CVIU11-pattern2-target211 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target212 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target213 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target214 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target215 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target216 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target217 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target218 13 202 0 0 0 0
all-meshes-CVIU11-pattern2-target219 13 13 0 0 0 0
all-meshes-CVIU11-pattern2-target22 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target220 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target221 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target222 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target223 13 8 0 0 0 0
all-meshes-CVIU11-pattern2-target224 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target225 13 9 0 0 0 0
all-meshes-CVIU11-pattern2-target226 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target227 13 7 0 0 0 0
all-meshes-CVIU11-pattern2-target228 13 18 0 0 0 0
all-meshes-CVIU11-pattern2-target229 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target23 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target230 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target231 13 16 0 0 0 0
all-meshes-CVIU11-pattern2-target232 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target233 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target234 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target235 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target237 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target238 13 639 0 0 0 0
all-meshes-CVIU11-pattern2-target24 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target240 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target241 13 333 0 0 0 0
all-meshes-CVIU11-pattern2-target242 13 11 0 0 0 0
all-meshes-CVIU11-pattern2-target243 13 6 0 0 0 0
all-meshes-CVIU11-pattern2-target244 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target245 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target246 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target247 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target248 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target249 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target25 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target250 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target251 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target252 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target253 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target254 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target255 13 430 0 0 0 0
all-meshes-CVIU11-pattern2-target256 13 1993 0 0 0 0
all-meshes-CVIU11-pattern2-target257 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target258 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target26 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target260 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target261 13 6 0 0 0 0
all-meshes-CVIU11-pattern2-target262 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target263 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target264 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target265 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target266 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target267 13 6 0 0 0 0
all-meshes-CVIU11-pattern2-target268 13 11 0 0 0 0
all-meshes-CVIU11-pattern2-target269 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target27 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target270 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target271 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target272 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target273 13 20 0 0 0 0
all-meshes-CVIU11-pattern2-target275 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target278 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target279 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target28 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target280 13 12 0 0 0 0
all-meshes-CVIU11-pattern2-target281 13 766 0 0 0 0
all-meshes-CVIU11-pattern2-target282 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target283 13 14 0 0 0 0
all-meshes-CVIU11-pattern2-target284 13 115 0 0 0 0
all-meshes-CVIU11-pattern2-target285 13 19 0 0 0 0
all-meshes-CVIU11-pattern2-target286 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target287 13 84 0 0 0 0
all-meshes-CVIU11-pattern2-target288 13 140 0 0 0 0
all-meshes-CVIU11-pattern2-target289 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target29 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target290 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target291 13 13 0 0 0 0
all-meshes-CVIU11-pattern2-target292 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target293 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target294 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target295 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target296 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target297 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target298 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target299 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target3 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target30 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target300 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target303 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target304 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target305 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target306 13 1357 0 0 0 0
all-meshes-CVIU11-pattern2-target307 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target308 13 25 0 0 0 0
all-meshes-CVIU11-pattern2-target309 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target31 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target310 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target311 13 16 0 0 0 0
all-meshes-CVIU11-pattern2-target312 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target313 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target314 13 19 0 0 0 0
all-meshes-CVIU11-pattern2-target315 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target316 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target317 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target318 13 17 0 0 0 0
all-meshes-CVIU11-pattern2-target319 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target32 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target320 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target321 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target322 13 18 0 0 0 0
all-meshes-CVIU11-pattern2-target323 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target324 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target325 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target326 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target327 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target328 13 217 0 0 0 0
all-meshes-CVIU11-pattern2-target329 13 136 0 0 0 0
all-meshes-CVIU11-pattern2-target33 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target330 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target331 13 24 0 0 0 0
all-meshes-CVIU11-pattern2-target332 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target333 13 200 0 0 0 0
all-meshes-CVIU11-pattern2-target334 13 43 1 1 1 1
all-meshes-CVIU11-pattern2-target335 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target336 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target337 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target338 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target339 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target34 13 417 0 0 0 0
all-meshes-CVIU11-pattern2-target340 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target341 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target342 13 99 47 12 47 12
all-meshes-CVIU11-pattern2-target343 13 13 0 0 0 0
all-meshes-CVIU11-pattern2-target344 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target345 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target346 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target347 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target348 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target349 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target35 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target350 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target351 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target352 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target353 13 886 0 0 0 0
all-meshes-CVIU11-pattern2-target354 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target356 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target357 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target358 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target359 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target36 13 352 0 0 0 0
all-meshes-CVIU11-pattern2-target360 13 8 0 0 0 0
all-meshes-CVIU11-pattern2-target361 13 6 0 0 0 0
all-meshes-CVIU11-pattern2-target362 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target363 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target364 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target365 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target366 13 9 0 0 0 0
all-meshes-CVIU11-pattern2-target367 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target368 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target369 13 10 0 0 0 0
all-meshes-CVIU11-pattern2-target37 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target370 13 9 0 0 0 0
all-meshes-CVIU11-pattern2-target378 13 10 0 0 0 0
all-meshes-CVIU11-pattern2-target379 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target38 13 9 0 0 0 0
all-meshes-CVIU11-pattern2-target380 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target381 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target382 13 28 0 0 0 0
all-meshes-CVIU11-pattern2-target383 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target384 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target385 13 486 154 40 154 43
all-meshes-CVIU11-pattern2-target386 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target387 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target388 13 504 1 1 1 1
all-meshes-CVIU11-pattern2-target389 13 11 0 0 0 0
all-meshes-CVIU11-pattern2-target39 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target390 13 8 0 0 0 0
all-meshes-CVIU11-pattern2-target391 13 24 0 0 0 0
all-meshes-CVIU11-pattern2-target392 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target393 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target394 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target395 13 9 0 0 0 0
all-meshes-CVIU11-pattern2-target396 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target397 13 282 0 0 0 0
all-meshes-CVIU11-pattern2-target398 13 1225 0 0 0 0
all-meshes-CVIU11-pattern2-target399 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target4 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target40 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target400 13 59 0 0 0 0
all-meshes-CVIU11-pattern2-target401 13 303 0 0 0 0
all-meshes-CVIU11-pattern2-target402 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target403 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target404 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target405 13 10 0 0 0 0
all-meshes-CVIU11-pattern2-target406 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target407 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target408 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target409 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target41 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target410 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target411 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target412 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target413 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target414 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target415 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target416 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target417 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target418 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target419 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target42 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target420 13 11 0 0 0 0
all-meshes-CVIU11-pattern2-target421 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target422 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target423 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target424 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target425 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target427 13 35 0 0 0 0
all-meshes-CVIU11-pattern2-target428 13 793 0 0 0 0
all-meshes-CVIU11-pattern2-target429 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target43 13 801 0 0 0 0
all-meshes-CVIU11-pattern2-target430 13 10 0 0 0 0
all-meshes-CVIU11-pattern2-target431 13 10 0 0 0 0
all-meshes-CVIU11-pattern2-target432 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target433 13 130 0 0 0 0
all-meshes-CVIU11-pattern2-target434 13 10 0 0 0 0
all-meshes-CVIU11-pattern2-target435 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target436 13 323 1 1 1 1
all-meshes-CVIU11-pattern2-target437 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target438 13 9 0 0 0 0
all-meshes-CVIU11-pattern2-target439 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target44 13 5 0 0 0 0
all-meshes-CVIU11-pattern2-target440 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target441 13 6 0 0 0 0
all-meshes-CVIU11-pattern2-target442 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target443 13 7 0 0 0 0
all-meshes-CVIU11-pattern2-target444 13 579 0 0 0 0
all-meshes-CVIU11-pattern2-target446 13 222 1 1 1 1
all-meshes-CVIU11-pattern2-target447 13 754 0 0 0 0
all-meshes-CVIU11-pattern2-target448 13 295 0 0 0 0
all-meshes-CVIU11-pattern2-target449 13 427 0 0 0 0
all-meshes-CVIU11-pattern2-target45 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target450 13 220 0 0 0 0
all-meshes-CVIU11-pattern2-target451 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target452 13 1153 0 0 0 0
all-meshes-CVIU11-pattern2-target453 13 6 0 0 0 0
all-meshes-CVIU11-pattern2-target454 13 12 0 0 0 0
all-meshes-CVIU11-pattern2-target455 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target456 13 26 0 0 0 0
all-meshes-CVIU11-pattern2-target457 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target458 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target459 13 616 0 0 0 0
all-meshes-CVIU11-pattern2-target46 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target460 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target461 13 22 0 0 0 0
all-meshes-CVIU11-pattern2-target462 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target463 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target464 13 744 1 1 1 1
all-meshes-CVIU11-pattern2-target465 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target466 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target467 13 17 0 0 0 0
all-meshes-CVIU11-pattern2-target468 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target469 13 17 0 0 0 0
all-meshes-CVIU11-pattern2-target47 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target470 13 83 1 1 1 1
all-meshes-CVIU11-pattern2-target471 13 412 0 0 0 0
all-meshes-CVIU11-pattern2-target472 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target473 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target474 13 114 0 0 0 0
all-meshes-CVIU11-pattern2-target475 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target476 13 11 0 0 0 0
all-meshes-CVIU11-pattern2-target477 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target478 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target479 13 778 0 0 0 0
all-meshes-CVIU11-pattern2-target48 13 248 0 0 0 0
all-meshes-CVIU11-pattern2-target481 13 8 0 0 0 0
all-meshes-CVIU11-pattern2-target482 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target483 13 587 0 0 0 0
all-meshes-CVIU11-pattern2-target484 13 657 0 0 0 0
all-meshes-CVIU11-pattern2-target485 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target486 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target487 13 14 0 0 0 0
all-meshes-CVIU11-pattern2-target488 13 14 0 0 0 0
all-meshes-CVIU11-pattern2-target489 13 14 0 0 0 0
all-meshes-CVIU11-pattern2-target49 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target490 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target491 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target492 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target493 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target494 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target495 13 9 0 0 0 0
all-meshes-CVIU11-pattern2-target496 13 32 0 0 0 0
all-meshes-CVIU11-pattern2-target497 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target498 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target499 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target5 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target50 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target500 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target501 13 9 0 0 0 0
all-meshes-CVIU11-pattern2-target502 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target503 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target504 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target505 13 12 0 0 0 0
all-meshes-CVIU11-pattern2-target506 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target507 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target508 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target509 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target51 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target510 13 35 0 0 0 0
all-meshes-CVIU11-pattern2-target511 13 653 1 1 1 1
all-meshes-CVIU11-pattern2-target512 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target513 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target514 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target515 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target517 13 19 0 0 0 0
all-meshes-CVIU11-pattern2-target518 13 235 0 0 0 0
all-meshes-CVIU11-pattern2-target519 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target52 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target520 13 11 0 0 0 0
all-meshes-CVIU11-pattern2-target521 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target522 13 4 0 0 0 0
all-meshes-CVIU11-pattern2-target523 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target524 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target525 13 416 0 0 0 0
all-meshes-CVIU11-pattern2-target526 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target527 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target528 13 995 0 0 0 0
all-meshes-CVIU11-pattern2-target529 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target53 13 3 0 0 0 0
all-meshes-CVIU11-pattern2-target530 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target54 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target55 13 344 0 0 0 0
all-meshes-CVIU11-pattern2-target56 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target57 13 454 0 0 0 0
all-meshes-CVIU11-pattern2-target58 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target59 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target6 13 6 0 0 0 0
all-meshes-CVIU11-pattern2-target60 13 2 0 0 0 0
all-meshes-CVIU11-pattern2-target61 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target62 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target63 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target64 13 1 0 0 0 0
all-meshes-CVIU11-pattern2-target65 13 18 0 0 0 0
all-meshes-CVIU11-pattern2-target66 13 211 0 0 0 0
all-meshes-CVIU11-pattern2-target67 13 0 0 0 0 0
all-meshes-CVIU11-pattern2-target68 13 756 0 0 0 0
all-meshes-CVIU11-pattern2-target69 13 0 0 0 0 0
