instance family glasgow hybrid-rbj hybrid-rbj-init hybrid-noedge-rbj hybrid-noedge-rbj-init
si2_b09_m400.08 3 22 45 197 39 26
si2_b09_m400.05 3 35 54 198 43 38
si2_b09_m400.01 3 22 40 164 41 31
si2_b09_m400.03 3 22 59 187 23 39
si2_b09_m400.02 3 23 56 201 43 29
si2_b09_m400.07 3 38 40 189 41 17
si2_b09_m400.09 3 22 58 173 41 30
si2_b09_m400.06 3 38 39 207 24 32
si2_b09_m400.00 3 22 52 196 28 34
si4_b06_m200.06 3 6 19 72 9 11
si4_b06_m200.03 3 6 19 74 7 8
si4_b06_m200.02 3 7 19 74 12 7
si4_b06_m200.07 3 6 20 72 9 14
si4_b06_m200.05 3 7 19 72 12 7
si4_b06_m200.08 3 6 14 49 13 14
si4_b06_m200.00 3 7 18 72 13 6
si4_b06_m200.04 3 10 16 74 12 9
si4_b06_m200.01 3 6 17 77 12 10
si4_b06_m200.09 3 6 19 63 13 13
si4_r005_m400.06 7 192 267 575 184 80
si4_r005_m400.03 7 213 339 582 268 109
si4_r005_m400.07 7 800 784 600 739 105
si4_r005_m400.01 7 245 287 599 206 68
si4_r005_m400.04 7 723 288 618 204 106
si4_r005_m400.00 7 271 349 608 270 128
si4_r005_m400.09 7 203 266 684 228 84
si4_r005_m400.05 7 247 361 589 261 99
si4_r005_m400.08 7 164 224 598 184 96
si4_r005_m400.02 7 1071 1064 605 1017 93
si4_m4Dr2_m1296.07 6 170 1937 2690 1603 105
si4_m4Dr2_m1296.00 6 145 2004 2830 1585 93
si4_m4Dr2_m1296.05 6 148 2007 2499 1597 75
si4_m4Dr2_m1296.04 6 153 2097 2657 1643 74
si4_m4Dr2_m1296.08 6 282 352 2413 246 79
si4_m4Dr2_m1296.01 6 142 2350 2756 1602 106
si4_m4Dr2_m1296.06 6 148 2019 2687 1609 106
si4_m4Dr2_m1296.02 6 137 1953 2574 1553 117
si4_m4Dr2_m1296.03 6 170 3089 2422 270 66
si4_m4Dr2_m1296.09 6 156 2069 2515 1638 123
si6_b09_m800.03 3 278 510 2366 302 121
si6_b09_m800.09 3 313 503 2289 295 90
si6_b09_m800.07 3 274 443 2262 309 66
si6_b09_m800.05 3 275 455 2216 320 94
si6_b09_m800.04 3 276 450 2252 285 89
si6_b09_m800.01 3 296 478 2232 287 89
si6_b09_m800.00 3 323 441 2205 327 70
si6_b09_m800.02 3 278 516 2329 283 76
si6_b09_m800.06 3 276 482 2341 315 82
si6_b09_m800.08 3 275 454 2308 322 65
si6_b06m_m400.00 4 16 154 281 97 22
si6_b06m_m400.08 4 17 157 258 125 24
si6_b06m_m400.03 4 26 141 278 140 24
si6_b06m_m400.04 4 16 184 281 114 19
si6_b06m_m400.06 4 25 170 283 109 23
si6_b06m_m400.07 4 27 152 293 116 23
si6_b06m_m400.09 4 26 186 248 99 33
si6_b06m_m400.02 4 18 185 266 96 21
si6_b06m_m400.01 4 27 145 256 141 24
si6_b06m_m400.05 4 30 166 263 97 36
si2_m4Dr4_m1296.08 6 83 187 1106 126 55
si2_m4Dr4_m1296.07 6 127 943 1155 693 65
si2_m4Dr4_m1296.03 6 111 194 1079 106 47
si2_m4Dr4_m1296.05 6 112 943 1122 703 54
si2_m4Dr4_m1296.06 6 76 1028 1265 746 60
si2_m4Dr4_m1296.04 6 67 1047 1298 655 63
si2_m4Dr4_m1296.09 6 82 218 1214 127 54
si2_m4Dr4_m1296.01 6 97 146 1079 111 61
si2_m4Dr4_m1296.00 6 81 197 1250 110 99
si2_m4Dr4_m1296.02 6 179 158 1063 126 55
si6_m4Dr6_m1296.02 6 428 557 4478 352 98
si6_m4Dr6_m1296.08 6 278 3177 4437 2669 125
si6_m4Dr6_m1296.07 6 277 3211 4550 2755 131
si6_m4Dr6_m1296.06 6 270 3170 4776 2694 102
si6_m4Dr6_m1296.03 6 283 3158 4434 2672 103
si6_m4Dr6_m1296.04 6 287 686 4542 371 113
si6_m4Dr6_m1296.05 6 285 3370 4606 2675 130
si6_m4Dr6_m1296.00 6 276 3308 4425 2770 122
si6_m4Dr6_m1296.09 6 268 3326 4738 2616 101
si6_m4Dr6_m1296.01 6 263 3245 4520 2626 92
si4_m4Dr2_m256.00 6 5 16 58 10 7
si4_m4Dr2_m256.01 6 5 32 88 28 10
si4_m4Dr2_m256.05 6 5 18 85 9 7
si4_m4Dr2_m256.04 6 9 34 92 26 17
si4_m4Dr2_m256.08 6 5 48 104 20 19
si4_m4Dr2_m256.07 6 5 18 57 11 14
si4_m4Dr2_m256.06 6 5 13 61 6 9
si4_m4Dr2_m256.02 6 8 41 63 17 11
si4_m4Dr2_m256.09 6 5 19 76 6 14
si4_m4Dr2_m256.03 6 5 12 63 6 16
si4_b09m_m200.01 4 9 26 51 13 20
si4_b09m_m200.00 4 9 16 62 6 20
si4_b09m_m200.03 4 6 15 60 10 10
si4_b09m_m200.06 4 9 14 54 7 11
si4_b09m_m200.02 4 5 30 55 11 12
si4_b09m_m200.04 4 9 29 55 21 9
si4_b09m_m200.05 4 8 31 84 11 10
si4_b09m_m200.07 4 5 29 78 11 15
si4_b09m_m200.08 4 5 26 75 12 21
si4_b09m_m200.09 4 5 26 75 12 10
si4_m4Dr4_m625.07 6 55 286 407 64 35
si4_m4Dr4_m625.05 6 31 357 485 230 51
si4_m4Dr4_m625.01 6 29 332 480 229 54
si4_m4Dr4_m625.08 6 32 74 451 61 28
si4_m4Dr4_m625.09 6 31 79 451 51 29
si4_m4Dr4_m625.00 6 58 77 437 37 48
si4_m4Dr4_m625.04 6 32 320 452 232 29
si4_m4Dr4_m625.06 6 44 81 487 53 28
si4_m4Dr4_m625.03 6 31 325 449 227 45
si4_m4Dr4_m625.02 6 29 378 449 228 57
si4_m4Dr4_m1296.03 6 158 2032 2675 1608 81
si4_m4Dr4_m1296.01 6 160 315 2392 189 110
si4_m4Dr4_m1296.00 6 150 1985 2637 1672 110
si4_m4Dr4_m1296.07 6 194 2060 2788 1582 107
si4_m4Dr4_m1296.02 6 169 2114 2595 1607 104
si4_m4Dr4_m1296.04 6 187 2000 2591 1635 86
si4_m4Dr4_m1296.09 6 158 320 2583 192 92
si4_m4Dr4_m1296.06 6 173 418 2604 173 79
si4_m4Dr4_m1296.08 6 147 2011 2691 1580 93
si4_m4Dr4_m1296.05 6 248 358 2520 220 91
si2_r005_m400.05 7 2647 2567 305 2568 72
si2_r005_m400.06 7 1067 1304 306 1274 79
si2_r005_m400.08 7 368 426 319 393 68
si2_r005_m400.02 7 64520 62802 289 63423 71
si2_r005_m400.03 7 5477 28749 278 29179 107
si2_r005_m400.00 7 1971 431358 275 426559 72
si2_r005_m400.07 7 35371 6632 294 6546 70
si2_r005_m400.09 7 110 164 325 151 67
si2_r005_m400.04 7 1708 1026 258 989 91
si2_r005_m400.01 7 76 120 299 74 110
si2_b06m_m400.03 4 10 47 75 23 22
si2_b06m_m400.06 4 6 48 80 34 11
si2_b06m_m400.05 4 11 64 123 27 21
si2_b06m_m400.01 4 6 48 72 37 20
si2_b06m_m400.00 4 7 55 79 41 19
si2_b06m_m400.08 4 6 47 81 40 11
si2_b06m_m400.07 4 6 46 110 27 18
si2_b06m_m400.09 4 11 16 106 7 13
si2_b06m_m400.04 4 11 20 81 12 10
si2_b06m_m400.02 4 12 66 102 30 13
si6_r005_m600.02 7 2287 2634 4382 2202 196
si6_r005_m600.08 7 1920 2257 4359 1897 214
si6_r005_m600.03 7 2005 2298 4538 1897 222
si6_r005_m600.05 7 2092 2445 4367 1986 229
si6_r005_m600.07 7 1970 2527 4352 2157 230
si6_r005_m600.04 7 2035 2494 4678 1979 289
si6_r005_m600.06 7 2953 3044 4377 2399 235
si6_r005_m600.01 7 1891 2268 4303 1873 218
si6_r005_m600.09 7 2001 2256 4315 1979 228
si6_r005_m600.00 7 1992 2392 4380 1918 350
si6_r005_m200.02 7 38 56 188 56 21
si6_r005_m200.08 7 37 76 182 62 20
si6_r005_m200.09 7 38 76 205 55 46
si6_r005_m200.05 7 54 75 148 45 32
si6_r005_m200.03 7 35 76 159 41 22
si6_r005_m200.00 7 38 55 181 45 42
si6_r005_m200.04 7 35 54 153 54 31
si6_r005_m200.07 7 35 53 164 61 38
si6_r005_m200.01 7 35 53 154 42 48
si6_r005_m200.06 7 33 49 155 35 42
si2_m4Dr6_m625.06 6 28 46 239 30 28
si2_m4Dr6_m625.08 6 28 34 228 20 22
si2_m4Dr6_m625.07 6 31 40 204 23 27
si2_m4Dr6_m625.03 6 19 49 192 21 33
si2_m4Dr6_m625.04 6 18 45 243 19 44
si2_m4Dr6_m625.05 6 17 36 238 31 20
si2_m4Dr6_m625.09 6 19 38 225 31 37
si2_m4Dr6_m625.01 6 18 45 235 18 24
si2_m4Dr6_m625.02 6 31 53 221 36 45
si2_m4Dr6_m625.00 6 16 230 216 30 20
si6_b03_m800.02 3 125 189 832 93 35
si6_b03_m800.04 3 87 153 815 103 32
si6_b03_m800.03 3 123 180 836 119 34
si6_b03_m800.05 3 86 155 844 93 53
si6_b03_m800.06 3 83 197 810 97 56
si6_b03_m800.01 3 128 180 802 111 58
si6_b03_m800.00 3 87 154 841 107 55
si6_b03_m800.07 3 84 216 821 113 40
si6_b03_m800.09 3 84 183 844 126 46
si6_b03_m800.08 3 121 180 847 139 31
si4_m4D_m1296.09 5 164 446 3604 152 74
si4_m4D_m1296.06 5 130 371 3448 152 82
si4_m4D_m1296.05 5 149 341 3397 139 72
si4_m4D_m1296.00 5 800 430 1857 301 97
si4_m4D_m1296.03 5 420 590 1836 479 62
si4_m4D_m1296.04 5 137 440 3468 180 86
si4_m4D_m1296.08 5 1926 7310 1780 7474 75
si4_m4D_m1296.02 5 377 431 2046 196 76
si4_m4D_m1296.01 5 172 387 3575 162 98
si4_m4D_m1296.07 5 131 404 3452 170 115
si6_b03m_m400.03 4 12 187 180 89 13
si6_b03m_m400.01 4 13 120 187 107 20
si6_b03m_m400.09 4 12 150 190 114 12
si6_b03m_m400.08 4 13 153 158 106 20
si6_b03m_m400.07 4 13 124 174 100 22
si6_b03m_m400.02 4 12 131 159 124 19
si6_b03m_m400.05 4 12 178 213 90 24
si6_b03m_m400.00 4 20 166 157 103 18
si6_b03m_m400.06 4 12 124 178 97 16
si6_b03m_m400.04 4 13 159 178 102 10
si4_m4D_m256.07 5 5 18 95 9 14
si4_m4D_m256.06 5 5 17 72 6 18
si4_m4D_m256.05 5 9 18 69 10 8
si4_m4D_m256.08 5 5 15 79 6 17
si4_m4D_m256.04 5 5 19 98 6 9
si4_m4D_m256.09 5 5 18 67 10 7
si4_m4D_m256.02 5 8 19 66 6 12
si4_m4D_m256.00 5 9 18 108 6 16
si4_m4D_m256.03 5 5 14 102 7 18
si4_m4D_m256.01 5 8 13 83 10 16
si6_b06m_m800.07 4 72 1080 1325 828 77
si6_b06m_m800.04 4 102 1111 1242 833 66
si6_b06m_m800.01 4 82 1061 1308 840 71
si6_b06m_m800.00 4 101 1063 1264 872 53
si6_b06m_m800.05 4 65 1074 1293 858 64
si6_b06m_m800.08 4 77 1110 1342 881 53
si6_b06m_m800.09 4 101 1084 1387 823 61
si6_b06m_m800.02 4 67 1077 1255 823 68
si6_b06m_m800.03 4 61 1162 1310 794 55
si6_b06m_m800.06 4 97 1105 1283 889 84
si4_r001_m400.08 7 55 66 163 51 37
si4_r001_m400.06 7 18 51 159 31 37
si4_r001_m400.02 7 18 36 174 28 24
si4_r001_m400.00 7 22 47 175 33 18
si4_r001_m400.04 7 22 55 156 39 19
si4_r001_m400.03 7 19 51 186 36 37
si4_r001_m400.09 7 31 51 173 35 18
si4_r001_m400.05 7 74 96 182 59 23
si4_r001_m400.01 7 32 46 148 29 25
si4_r001_m400.07 7 41 58 222 61 38
si2_m4Dr6_m1296.00 6 81 151 1081 99 84
si2_m4Dr6_m1296.01 6 97 204 1144 85 75
si2_m4Dr6_m1296.09 6 75 186 1141 76 55
si2_m4Dr6_m1296.06 6 73 995 1109 651 52
si2_m4Dr6_m1296.03 6 78 988 1251 742 58
si2_m4Dr6_m1296.02 6 82 1258 1092 91 66
si2_m4Dr6_m1296.05 6 81 193 1100 81 57
si2_m4Dr6_m1296.08 6 82 193 1230 83 83
si2_m4Dr6_m1296.04 6 130 708 1114 94 68
si2_m4Dr6_m1296.07 6 149 169 1080 110 80
si2_b03_m800.07 3 31 78 281 45 30
si2_b03_m800.08 3 47 77 305 51 30
si2_b03_m800.04 3 27 55 285 29 25
si2_b03_m800.05 3 47 74 288 29 27
si2_b03_m800.09 3 46 70 292 30 32
si2_b03_m800.00 3 27 81 318 37 18
si2_b03_m800.02 3 46 76 325 30 18
si2_b03_m800.03 3 27 72 350 51 20
si2_b03_m800.01 3 27 73 353 36 32
si2_b03_m800.06 3 27 54 324 32 26
si4_b03m_m200.05 4 2 18 24 8 9
si4_b03m_m200.02 4 2 14 23 11 3
si4_b03m_m200.04 4 2 20 36 12 6
si4_b03m_m200.07 4 3 20 37 8 7
si4_b03m_m200.00 4 3 15 40 9 8
si4_b03m_m200.06 4 3 19 23 7 4
si4_b03m_m200.03 4 2 7 34 3 8
si4_b03m_m200.09 4 2 14 35 12 3
si4_b03m_m200.08 4 2 19 36 13 7
si4_b03m_m200.01 4 3 20 34 12 3
si2_b06m_m200.04 4 2 12 33 4 7
si2_b06m_m200.03 4 3 10 38 7 12
si2_b06m_m200.08 4 3 13 38 5 10
si2_b06m_m200.06 4 2 12 34 4 8
si2_b06m_m200.05 4 1 9 25 8 11
si2_b06m_m200.02 4 2 11 23 9 10
si2_b06m_m200.00 4 3 9 32 4 11
si2_b06m_m200.01 4 2 5 33 2 11
si2_b06m_m200.09 4 3 4 22 2 7
si2_b06m_m200.07 4 2 12 34 7 11
si6_m4Dr4_m625.05 6 47 616 776 412 49
si6_m4Dr4_m625.09 6 47 536 787 388 58
si6_m4Dr4_m625.04 6 51 502 764 369 59
si6_m4Dr4_m625.00 6 94 618 711 471 33
si6_m4Dr4_m625.08 6 49 540 783 407 59
si6_m4Dr4_m625.06 6 44 513 753 404 61
si6_m4Dr4_m625.01 6 51 157 782 86 33
si6_m4Dr4_m625.03 6 87 531 736 394 58
si6_m4Dr4_m625.07 6 55 125 717 101 32
si6_m4Dr4_m625.02 6 75 519 777 372 36
si4_b03_m200.06 3 5 10 39 4 4
si4_b03_m200.02 3 3 10 26 5 3
si4_b03_m200.07 3 3 8 33 6 5
si4_b03_m200.04 3 6 10 41 7 3
si4_b03_m200.03 3 3 11 40 4 9
si4_b03_m200.05 3 3 8 40 4 8
si4_b03_m200.09 3 4 11 41 7 7
si4_b03_m200.01 3 5 10 41 7 7
si4_b03_m200.00 3 5 9 26 4 9
si4_b03_m200.08 3 5 10 40 5 7
si2_b03_m400.03 3 7 13 62 7 9
si2_b03_m400.06 3 11 13 61 13 6
si2_b03_m400.07 3 7 14 105 13 6
si2_b03_m400.01 3 12 13 93 13 14
si2_b03_m400.05 3 7 14 59 8 15
si2_b03_m400.09 3 8 19 76 13 11
si2_b03_m400.02 3 12 15 90 12 9
si2_b03_m400.00 3 13 19 86 13 11
si2_b03_m400.08 3 12 20 73 8 15
si2_b03_m400.04 3 11 18 90 11 8
si4_b09_m200.02 3 11 21 90 22 20
si4_b09_m200.01 3 20 28 84 13 12
si4_b09_m200.00 3 11 21 101 12 22
si4_b09_m200.09 3 18 30 97 12 23
si4_b09_m200.08 3 11 26 78 21 10
si4_b09_m200.04 3 11 30 101 19 20
si4_b09_m200.06 3 18 21 102 12 24
si4_b09_m200.05 3 11 23 87 12 17
si4_b09_m200.07 3 12 30 104 12 18
si4_b09_m200.03 3 11 27 95 19 14
si4_m4Dr4_m256.05 6 8 49 92 22 16
si4_m4Dr4_m256.09 6 5 68 88 10 8
si4_m4Dr4_m256.01 6 8 17 61 6 18
si4_m4Dr4_m256.03 6 6 13 62 7 18
si4_m4Dr4_m256.06 6 9 15 61 10 16
si4_m4Dr4_m256.07 6 9 41 86 33 8
si4_m4Dr4_m256.00 6 10 15 62 12 16
si4_m4Dr4_m256.02 6 5 39 115 19 10
si4_m4Dr4_m256.08 6 6 51 61 7 20
si4_m4Dr4_m256.04 6 6 14 89 11 17
si2_m4D_m625.01 5 21 111 263 67 24
si2_m4D_m625.00 5 26 43 324 16 22
si2_m4D_m625.08 5 140 81 248 59 37
si2_m4D_m625.04 5 16 44 286 24 18
si2_m4D_m625.09 5 216 247 283 196 35
si2_m4D_m625.02 5 24 40 278 19 42
si2_m4D_m625.05 5 46 118 250 140 17
si2_m4D_m625.06 5 137 108 261 111 19
si2_m4D_m625.07 5 57 154 287 108 34
si2_m4D_m625.03 5 17 65 276 28 21
si4_b09_m800.03 3 222 324 1509 205 80
si4_b09_m800.02 3 181 320 1525 244 49
si4_b09_m800.09 3 204 289 1542 187 88
si4_b09_m800.06 3 245 334 1505 212 62
si4_b09_m800.04 3 182 299 1562 230 75
si4_b09_m800.05 3 216 310 1538 184 67
si4_b09_m800.00 3 200 338 1502 227 72
si4_b09_m800.01 3 180 297 1496 215 52
si4_b09_m800.07 3 181 340 1559 210 90
si4_b09_m800.08 3 181 333 1485 214 85
si2_m4Dr4_m256.05 6 3 11 54 6 10
si2_m4Dr4_m256.02 6 5 6 33 3 14
si2_m4Dr4_m256.00 6 5 7 38 6 7
si2_m4Dr4_m256.07 6 6 8 43 4 15
si2_m4Dr4_m256.03 6 3 9 41 3 9
si2_m4Dr4_m256.06 6 3 8 48 5 14
si2_m4Dr4_m256.04 6 3 7 59 4 8
si2_m4Dr4_m256.09 6 3 6 32 6 15
si2_m4Dr4_m256.01 6 3 6 50 6 13
si2_m4Dr4_m256.08 6 4 10 35 7 5
si6_m4Dr2_m256.04 6 8 62 91 29 17
si6_m4Dr2_m256.08 6 7 66 124 32 21
si6_m4Dr2_m256.00 6 12 64 133 51 11
si6_m4Dr2_m256.07 6 7 48 135 28 23
si6_m4Dr2_m256.01 6 14 118 134 15 15
si6_m4Dr2_m256.09 6 8 74 110 41 14
si6_m4Dr2_m256.03 6 9 60 112 33 10
si6_m4Dr2_m256.05 6 8 50 96 28 23
si6_m4Dr2_m256.02 6 13 52 92 42 20
si6_m4Dr2_m256.06 6 13 24 120 9 18
si6_b06_m800.00 3 164 335 1561 231 69
si6_b06_m800.05 3 190 321 1574 168 77
si6_b06_m800.02 3 189 296 1625 258 64
si6_b06_m800.07 3 258 356 1522 201 82
si6_b06_m800.08 3 160 346 1529 207 46
si6_b06_m800.09 3 200 334 1526 199 73
si6_b06_m800.06 3 163 318 1575 229 72
si6_b06_m800.01 3 162 350 1579 169 63
si6_b06_m800.04 3 161 296 1513 189 64
si6_b06_m800.03 3 174 309 1568 178 63
si4_b09m_m800.06 4 59 779 1008 560 62
si4_b09m_m800.01 4 67 756 1040 632 52
si4_b09m_m800.02 4 68 743 1096 589 65
si4_b09m_m800.08 4 79 713 1046 575 84
si4_b09m_m800.04 4 66 739 1050 624 85
si4_b09m_m800.03 4 58 726 1119 545 85
si4_b09m_m800.09 4 75 787 1160 576 51
si4_b09m_m800.05 4 52 696 977 575 53
si4_b09m_m800.00 4 87 726 1152 624 62
si4_b09m_m800.07 4 83 699 1026 543 63
si2_b06_m800.04 3 89 94 604 55 61
si2_b06_m800.07 3 53 142 545 56 56
si2_b06_m800.02 3 76 142 554 67 52
si2_b06_m800.00 3 69 132 584 72 33
si2_b06_m800.03 3 88 97 563 79 45
si2_b06_m800.05 3 90 92 552 64 29
si2_b06_m800.09 3 53 96 538 58 34
si2_b06_m800.01 3 53 96 560 64 48
si2_b06_m800.08 3 91 93 635 56 40
si2_b06_m800.06 3 53 127 596 71 52
si6_m4D_m256.03 5 8 30 152 13 20
si6_m4D_m256.08 5 13 27 106 10 21
si6_m4D_m256.07 5 12 25 106 11 22
si6_m4D_m256.00 5 12 24 122 13 10
si6_m4D_m256.01 5 12 19 132 12 22
si6_m4D_m256.05 5 8 26 144 14 10
si6_m4D_m256.09 5 9 20 113 18 10
si6_m4D_m256.04 5 8 21 112 13 10
si6_m4D_m256.02 5 13 25 127 15 10
si6_m4D_m256.06 5 8 25 148 14 9
si2_b06m_m800.07 4 24 345 377 238 29
si2_b06m_m800.02 4 25 366 356 252 41
si2_b06m_m800.03 4 44 334 375 266 38
si2_b06m_m800.01 4 20 345 382 221 40
si2_b06m_m800.08 4 38 313 430 218 43
si2_b06m_m800.04 4 23 374 407 216 31
si2_b06m_m800.06 4 41 341 417 232 32
si2_b06m_m800.09 4 36 334 365 242 42
si2_b06m_m800.05 4 37 344 365 253 49
si2_b06m_m800.00 4 25 409 389 277 47
si4_b06m_m200.00 4 3 17 39 8 7
si4_b06m_m200.08 4 3 11 58 5 6
si4_b06m_m200.05 4 3 25 54 9 11
si4_b06m_m200.09 4 5 25 46 9 8
si4_b06m_m200.01 4 3 18 41 11 7
si4_b06m_m200.07 4 3 25 47 14 6
si4_b06m_m200.02 4 5 23 39 9 15
si4_b06m_m200.04 4 5 24 41 18 13
si4_b06m_m200.06 4 3 23 56 10 7
si4_b06m_m200.03 4 5 22 37 9 11
si6_r001_m400.09 7 34 92 285 58 43
si6_r001_m400.05 7 31 94 307 35 41
si6_r001_m400.00 7 32 94 313 36 26
si6_r001_m400.04 7 32 61 291 35 23
si6_r001_m400.07 7 32 62 292 35 43
si6_r001_m400.06 7 31 81 353 58 44
si6_r001_m400.02 7 53 84 333 46 22
si6_r001_m400.03 7 31 67 366 40 32
si6_r001_m400.08 7 50 78 289 35 21
si6_r001_m400.01 7 33 87 293 56 21
si6_m4D_m625.00 5 67 749 836 87 46
si6_m4D_m625.07 5 140 140 527 84 32
si6_m4D_m625.05 5 132 185 600 115 56
si6_m4D_m625.08 5 42 741 836 79 34
si6_m4D_m625.02 5 43 659 824 70 43
si6_m4D_m625.03 5 293 1755 558 1698 55
si6_m4D_m625.04 5 43 643 872 81 57
si6_m4D_m625.09 5 108 427 560 342 30
si6_m4D_m625.01 5 44 680 833 69 50
si6_m4D_m625.06 5 56 152 571 85 59
si6_b09m_m800.02 4 129 1099 1790 880 103
si6_b09m_m800.09 4 95 1154 1755 971 99
si6_b09m_m800.04 4 99 1323 1849 881 58
si6_b09m_m800.07 4 93 1199 1865 912 100
si6_b09m_m800.00 4 88 1134 1824 913 102
si6_b09m_m800.05 4 89 1164 1769 1027 73
si6_b09m_m800.03 4 98 1225 1927 910 89
si6_b09m_m800.01 4 103 1173 1913 920 72
si6_b09m_m800.06 4 93 1355 1840 925 62
si6_b09m_m800.08 4 91 1173 1719 951 96
si4_m4Dr6_m1296.01 6 187 2127 2537 1655 125
si4_m4Dr6_m1296.07 6 175 327 2552 181 113
si4_m4Dr6_m1296.06 6 165 314 2482 222 87
si4_m4Dr6_m1296.02 6 175 2176 2898 1653 76
si4_m4Dr6_m1296.08 6 159 2046 2526 1591 87
si4_m4Dr6_m1296.03 6 199 2041 2711 1679 107
si4_m4Dr6_m1296.00 6 201 338 2713 243 74
si4_m4Dr6_m1296.09 6 177 2053 2495 1597 115
si4_m4Dr6_m1296.05 6 164 2155 2662 1618 134
si4_m4Dr6_m1296.04 6 160 1982 2662 1641 116
si2_b06_m400.09 3 14 27 133 14 14
si2_b06_m400.02 3 13 37 158 26 26
si2_b06_m400.00 3 25 38 127 26 20
si2_b06_m400.03 3 13 37 127 15 26
si2_b06_m400.07 3 23 27 141 19 13
si2_b06_m400.04 3 14 26 127 16 13
si2_b06_m400.05 3 13 27 139 15 28
si2_b06_m400.01 3 14 34 150 14 23
si2_b06_m400.08 3 15 33 150 16 23
si2_b06_m400.06 3 23 27 154 23 15
si4_r01_m200.01 7 379 497 171 502 79
si4_r01_m200.08 7 255 2027 158 1980 34
si4_r01_m200.03 7 175 101 180 66 69
si4_r01_m200.04 7 37 87 191 49 76
si4_r01_m200.07 7 225 130 161 83 72
si4_r01_m200.02 7 1100 1369 189 1362 51
si4_r01_m200.05 7 554 662 195 616 38
si4_r01_m200.06 7 78 51 202 41 53
si4_r01_m200.00 7 590 177 161 172 53
si4_r01_m200.09 7 186 940 179 1075 74
si2_r001_m400.06 7 2668 2300 80 2225 17
si2_r001_m400.08 7 32 54 109 35 15
si2_r001_m400.09 7 1560 898 127 895 26
si2_r001_m400.01 7 12 19 98 11 31
si2_r001_m400.03 7 77 71 80 64 13
si2_r001_m400.04 7 8924 10674 88 10786 21
si2_r001_m400.05 7 75 30 94 25 13
si2_r001_m400.02 7 41 72 72 68 16
si2_r001_m400.00 7 13 27 95 22 19
si2_r001_m400.07 7 86572 61068 76 59635 17
si4_b03m_m800.03 4 32 629 493 437 23
si4_b03m_m800.05 4 31 580 483 402 29
si4_b03m_m800.06 4 31 613 468 378 38
si4_b03m_m800.01 4 32 593 511 431 32
si4_b03m_m800.08 4 49 603 496 399 41
si4_b03m_m800.09 4 49 596 502 423 37
si4_b03m_m800.00 4 32 619 479 448 26
si4_b03m_m800.02 4 32 568 466 419 24
si4_b03m_m800.07 4 52 580 500 471 33
si4_b03m_m800.04 4 34 632 481 406 27
si2_r01_m200.03 7 1219 1680 92 1669 42
si2_r01_m200.00 7 5159 7999 112 7863 51
si2_r01_m200.05 7 1087 748 96 797 52
si2_r01_m200.01 7 613 897 93 869 37
si2_r01_m200.08 7 3514 3750 89 3743 32
si2_r01_m200.06 7 2041 1734 115 1787 45
si2_r01_m200.09 7 27213 12624 92 12465 65
si2_r01_m200.02 7 9095 9074 89 8332 41
si2_r01_m200.07 7 35559 42363 92 42654 49
si2_r01_m200.04 7 566 635 90 645 29
si2_r01_m400.04 7 10107 8338 535 8270 125
si2_r01_m400.00 7 30065 1486 484 1419 171
si2_r01_m400.07 7 18919 17215 510 17660 177
si2_r01_m400.09 7 352480 86067 524 86431 185
si2_r01_m400.01 7 7345 33525 503 33847 157
si2_r01_m400.03 7 1392 912 493 862 135
si2_r01_m400.02 7 63209 108894 527 111026 136
si2_r01_m400.05 7 82972 54195 501 54044 162
si2_r01_m400.06 7 3146 11645 480 11644 139
si2_r01_m400.08 7 9590 792 539 726 140
si4_m4D_m625.09 5 27 517 546 44 25
si4_m4D_m625.03 5 47 108 556 31 29
si4_m4D_m625.07 5 42 83 356 65 23
si4_m4D_m625.02 5 89 167 325 138 28
si4_m4D_m625.00 5 27 524 620 31 29
si4_m4D_m625.01 5 89 103 374 53 39
si4_m4D_m625.04 5 26 499 512 50 24
si4_m4D_m625.06 5 27 517 517 48 33
si4_m4D_m625.08 5 45 122 334 134 43
si4_m4D_m625.05 5 28 479 557 33 49
si6_m4Dr6_m256.05 6 9 59 97 36 23
si6_m4Dr6_m256.04 6 9 29 134 11 24
si6_m4Dr6_m256.03 6 9 25 104 10 25
si6_m4Dr6_m256.02 6 13 56 103 47 21
si6_m4Dr6_m256.08 6 8 65 97 40 23
si6_m4Dr6_m256.00 6 16 64 144 48 13
si6_m4Dr6_m256.09 6 8 67 102 39 13
si6_m4Dr6_m256.07 6 9 49 106 31 22
si6_m4Dr6_m256.06 6 14 69 117 46 18
si6_m4Dr6_m256.01 6 8 62 134 30 10
si6_b09_m400.07 3 104 166 473 71 30
si6_b09_m400.03 3 68 143 467 82 27
si6_b09_m400.04 3 69 128 432 71 26
si6_b09_m400.06 3 79 137 435 71 29
si6_b09_m400.05 3 86 164 454 71 57
si6_b09_m400.09 3 69 155 453 87 51
si6_b09_m400.02 3 87 123 478 71 29
si6_b09_m400.01 3 73 115 459 76 34
si6_b09_m400.08 3 93 115 485 77 31
si6_b09_m400.00 3 69 125 442 118 27
si6_b06_m400.03 3 67 80 295 43 19
si6_b06_m400.08 3 71 84 327 41 21
si6_b06_m400.07 3 40 102 307 76 23
si6_b06_m400.04 3 71 82 317 61 22
si6_b06_m400.05 3 61 116 339 43 38
si6_b06_m400.06 3 74 110 295 53 34
si6_b06_m400.02 3 40 72 297 71 19
