instance family glasgow hybrid-rbj hybrid-rbj-init hybrid-noedge-rbj hybrid-noedge-rbj-init
all-images-CVIU11-pattern33-target120 14 202 207 990 273 65
all-images-CVIU11-pattern33-target121 14 273 256 1201 292 89
all-images-CVIU11-pattern33-target122 14 141 116 648 137 84
all-images-CVIU11-pattern33-target123 14 262 283 1271 264 86
all-images-CVIU11-pattern33-target124 14 179 190 748 170 51
all-images-CVIU11-pattern33-target125 14 241 257 1124 245 100
all-images-CVIU11-pattern33-target126 14 23 23 182 20 20
all-images-CVIU11-pattern33-target127 14 29 29 185 26 29
all-images-CVIU11-pattern33-target128 14 219 220 1063 275 63
all-images-CVIU11-pattern33-target129 14 53 53 254 46 43
all-images-CVIU11-pattern33-target13 14 169 198 888 173 80
all-images-CVIU11-pattern33-target130 14 35 36 215 33 42
all-images-CVIU11-pattern33-target131 14 75 107 426 93 55
all-images-CVIU11-pattern33-target132 14 136 143 585 111 62
all-images-CVIU11-pattern33-target133 14 102 94 472 137 57
all-images-CVIU11-pattern33-target134 14 105 119 607 130 59
all-images-CVIU11-pattern33-target135 14 99 135 530 146 62
all-images-CVIU11-pattern33-target136 14 107 134 558 112 86
all-images-CVIU11-pattern33-target137 14 34 34 260 56 27
all-images-CVIU11-pattern33-target138 14 368 367 1543 379 91
all-images-CVIU11-pattern33-target139 14 55 54 290 70 27
all-images-CVIU11-pattern33-target14 14 36 35 238 41 54
all-images-CVIU11-pattern33-target140 14 58 58 340 60 70
all-images-CVIU11-pattern33-target141 14 44 57 320 45 37
all-images-CVIU11-pattern33-target142 14 112 93 527 129 40
all-images-CVIU11-pattern33-target143 14 81 105 377 99 33
all-images-CVIU11-pattern33-target144 14 165 146 671 158 85
all-images-CVIU11-pattern33-target145 14 64 88 304 60 29
all-images-CVIU11-pattern33-target146 14 243 266 1128 262 106
all-images-CVIU11-pattern33-target15 14 36 24 155 37 36
all-images-CVIU11-pattern33-target16 14 79 82 374 49 32
all-images-CVIU11-pattern33-target17 14 234 254 1010 234 93
all-images-CVIU11-pattern33-target18 14 207 229 1048 203 66
all-images-CVIU11-pattern33-target19 14 368 367 1769 458 80
all-images-CVIU11-pattern33-target2 14 160 148 764 186 51
all-images-CVIU11-pattern33-target20 14 276 275 1269 360 80
all-images-CVIU11-pattern33-target21 14 164 189 840 203 113
all-images-CVIU11-pattern33-target22 14 105 133 509 90 75
all-images-CVIU11-pattern33-target23 14 239 216 998 245 128
all-images-CVIU11-pattern33-target24 14 24 23 192 37 36
all-images-CVIU11-pattern33-target25 14 105 132 488 96 41
all-images-CVIU11-pattern33-target26 14 46 45 309 50 31
all-images-CVIU11-pattern33-target27 14 150 153 717 247 54
all-images-CVIU11-pattern33-target28 14 31 48 211 41 47
all-images-CVIU11-pattern33-target29 14 411 449 1571 394 103
all-images-CVIU11-pattern33-target3 14 228 233 1065 244 93
all-images-CVIU11-pattern33-target30 14 278 285 1236 266 73
all-images-CVIU11-pattern33-target31 14 204 204 908 205 54
all-images-CVIU11-pattern33-target32 14 543 500 1789 478 83
all-images-CVIU11-pattern33-target33 14 410 395 1682 504 112
all-images-CVIU11-pattern33-target34 14 165 155 795 158 66
all-images-CVIU11-pattern33-target35 14 353 367 1583 363 118
all-images-CVIU11-pattern33-target36 14 103 132 599 137 52
all-images-CVIU11-pattern33-target37 14 355 364 1484 343 81
all-images-CVIU11-pattern33-target38 14 310 295 1367 301 78
all-images-CVIU11-pattern33-target39 14 153 150 605 125 49
all-images-CVIU11-pattern33-target4 14 217 202 913 214 65
all-images-CVIU11-pattern33-target40 14 163 156 801 159 56
all-images-CVIU11-pattern33-target41 14 157 200 781 234 85
all-images-CVIU11-pattern33-target42 14 174 183 851 214 78
all-images-CVIU11-pattern33-target43 14 339 296 1233 295 75
all-images-CVIU11-pattern33-target44 14 413 403 1808 446 112
all-images-CVIU11-pattern33-target45 14 481 473 1598 376 94
all-images-CVIU11-pattern33-target46 14 180 177 799 179 50
all-images-CVIU11-pattern33-target47 14 318 353 1275 296 76
all-images-CVIU11-pattern33-target48 14 88 91 490 90 38
all-images-CVIU11-pattern33-target49 14 181 195 764 188 113
all-images-CVIU11-pattern33-target5 14 286 284 1385 301 86
all-images-CVIU11-pattern33-target50 14 339 336 1449 373 80
all-images-CVIU11-pattern33-target51 14 146 149 657 137 48
all-images-CVIU11-pattern33-target52 14 142 141 663 167 52
all-images-CVIU11-pattern33-target53 14 84 82 468 85 64
all-images-CVIU11-pattern33-target54 14 100 93 495 83 74
all-images-CVIU11-pattern33-target55 14 79 78 417 105 35
all-images-CVIU11-pattern33-target56 14 88 87 369 91 65
all-images-CVIU11-pattern33-target57 14 447 423 1835 443 90
all-images-CVIU11-pattern33-target58 14 101 63 409 69 67
all-images-CVIU11-pattern33-target59 14 264 275 1217 291 72
all-images-CVIU11-pattern33-target6 14 290 298 1296 331 71
all-images-CVIU11-pattern33-target60 14 157 166 696 139 91
all-images-CVIU11-pattern33-target61 14 245 262 1225 312 69
all-images-CVIU11-pattern33-target62 14 326 307 1335 386 67
all-images-CVIU11-pattern33-target63 14 219 232 1035 219 126
all-images-CVIU11-pattern33-target64 14 175 150 799 139 68
all-images-CVIU11-pattern33-target65 14 129 130 728 191 93
all-images-CVIU11-pattern33-target66 14 111 113 457 89 56
all-images-CVIU11-pattern33-target67 14 311 330 1417 317 92
all-images-CVIU11-pattern33-target68 14 352 363 1536 384 134
all-images-CVIU11-pattern33-target69 14 396 376 1768 427 81
all-images-CVIU11-pattern33-target7 14 285 273 1184 295 72
all-images-CVIU11-pattern33-target70 14 407 409 1514 435 80
all-images-CVIU11-pattern33-target71 14 279 241 1158 413 79
all-images-CVIU11-pattern33-target72 14 225 208 986 240 85
all-images-CVIU11-pattern33-target73 14 331 332 1403 338 70
all-images-CVIU11-pattern33-target74 14 373 373 1497 366 90
all-images-CVIU11-pattern33-target75 14 370 383 1525 375 121
all-images-CVIU11-pattern33-target76 14 366 381 1643 381 76
all-images-CVIU11-pattern33-target77 14 439 424 1661 362 87
all-images-CVIU11-pattern33-target78 14 378 383 1758 486 80
all-images-CVIU11-pattern33-target79 14 64 69 344 77 36
all-images-CVIU11-pattern33-target8 14 148 127 694 129 50
all-images-CVIU11-pattern33-target80 14 77 114 530 87 50
all-images-CVIU11-pattern33-target81 14 143 174 709 212 65
all-images-CVIU11-pattern33-target82 14 197 203 925 212 78
all-images-CVIU11-pattern33-target83 14 246 237 1018 335 70
all-images-CVIU11-pattern33-target84 14 14 20 106 29 12
all-images-CVIU11-pattern33-target85 14 273 321 1239 321 99
all-images-CVIU11-pattern33-target86 14 163 167 763 195 69
all-images-CVIU11-pattern33-target87 14 134 131 694 141 53
all-images-CVIU11-pattern33-target88 14 260 256 1077 257 124
all-images-CVIU11-pattern33-target89 14 90 92 484 136 49
all-images-CVIU11-pattern33-target9 14 171 143 720 188 91
all-images-CVIU11-pattern33-target90 14 47 74 305 60 46
all-images-CVIU11-pattern33-target91 14 34 21 154 20 41
all-images-CVIU11-pattern33-target92 14 361 341 1547 379 94
all-images-CVIU11-pattern33-target93 14 193 170 851 210 54
all-images-CVIU11-pattern33-target94 14 246 251 1159 249 115
all-images-CVIU11-pattern33-target95 14 29 47 195 44 24
all-images-CVIU11-pattern33-target96 14 128 136 518 102 45
all-images-CVIU11-pattern33-target97 14 102 145 509 141 64
all-images-CVIU11-pattern33-target98 14 43 46 309 43 33
all-images-CVIU11-pattern33-target99 14 232 283 1072 243 67
all-images-CVIU11-pattern34-target1 14 214 194 722 211 108
all-images-CVIU11-pattern34-target10 14 164 143 503 175 94
all-images-CVIU11-pattern34-target100 14 31 31 201 46 22
all-images-CVIU11-pattern34-target101 14 42 51 223 53 22
all-images-CVIU11-pattern34-target102 14 80 92 338 98 42
all-images-CVIU11-pattern34-target103 14 122 116 378 87 41
all-images-CVIU11-pattern34-target104 14 191 216 686 198 117
all-images-CVIU11-pattern34-target105 14 207 223 734 215 66
all-images-CVIU11-pattern34-target106 14 166 177 616 148 52
all-images-CVIU11-pattern34-target107 14 106 141 446 126 69
all-images-CVIU11-pattern34-target108 14 359 370 1170 407 114
all-images-CVIU11-pattern34-target109 14 206 229 721 253 66
all-images-CVIU11-pattern34-target11 14 70 89 285 54 55
all-images-CVIU11-pattern34-target110 14 90 72 319 110 54
all-images-CVIU11-pattern34-target111 14 73 103 305 75 38
all-images-CVIU11-pattern34-target112 14 89 66 294 108 46
all-images-CVIU11-pattern34-target113 14 89 86 366 87 40
all-images-CVIU11-pattern34-target114 14 72 44 230 45 56
all-images-CVIU11-pattern34-target115 14 161 177 572 203 45
all-images-CVIU11-pattern34-target116 14 415 354 1199 343 161
all-images-CVIU11-pattern34-target117 14 201 178 705 176 72
all-images-CVIU11-pattern34-target118 14 125 163 554 169 68
all-images-CVIU11-pattern34-target119 14 370 342 1072 354 80
all-images-CVIU11-pattern34-target12 14 178 186 666 222 62
all-images-CVIU11-pattern34-target120 14 249 200 748 215 67
all-images-CVIU11-pattern34-target121 14 257 282 861 351 137
all-images-CVIU11-pattern34-target122 14 116 143 511 143 97
all-images-CVIU11-pattern34-target123 14 260 308 945 391 67
all-images-CVIU11-pattern34-target124 14 170 184 565 162 67
all-images-CVIU11-pattern34-target125 14 240 223 946 241 78
all-images-CVIU11-pattern34-target126 14 19 31 131 19 36
all-images-CVIU11-pattern34-target127 14 28 25 184 35 19
all-images-CVIU11-pattern34-target128 14 262 211 762 214 96
all-images-CVIU11-pattern34-target129 14 33 49 165 55 46
all-images-CVIU11-pattern34-target13 14 183 159 633 167 58
all-images-CVIU11-pattern34-target130 14 49 31 203 46 48
all-images-CVIU11-pattern34-target131 14 68 108 324 110 34
all-images-CVIU11-pattern34-target132 14 142 130 515 163 57
all-images-CVIU11-pattern34-target133 14 107 134 373 87 41
all-images-CVIU11-pattern34-target134 14 119 152 471 162 82
all-images-CVIU11-pattern34-target135 14 106 135 363 101 60
all-images-CVIU11-pattern34-target136 14 113 99 414 157 124
all-images-CVIU11-pattern34-target137 14 32 31 188 51 29
all-images-CVIU11-pattern34-target138 14 394 367 1106 393 108
all-images-CVIU11-pattern34-target139 14 51 44 303 69 55
all-images-CVIU11-pattern34-target14 14 38 44 228 50 36
all-images-CVIU11-pattern34-target140 14 75 58 256 62 47
all-images-CVIU11-pattern34-target141 14 42 62 205 52 47
all-images-CVIU11-pattern34-target142 14 106 127 384 88 55
all-images-CVIU11-pattern34-target143 14 96 96 281 98 67
all-images-CVIU11-pattern34-target144 14 141 138 555 165 56
all-images-CVIU11-pattern34-target145 14 73 50 249 69 30
all-images-CVIU11-pattern34-target146 14 291 275 803 232 71
all-images-CVIU11-pattern34-target15 14 33 34 116 31 37
all-images-CVIU11-pattern34-target16 14 76 75 230 56 58
all-images-CVIU11-pattern34-target17 14 232 213 730 220 73
all-images-CVIU11-pattern34-target18 14 197 232 737 188 64
all-images-CVIU11-pattern34-target19 14 369 400 1274 414 77
all-images-CVIU11-pattern34-target2 14 147 152 526 138 68
all-images-CVIU11-pattern34-target20 14 265 317 947 305 72
all-images-CVIU11-pattern34-target21 14 170 194 634 176 102
all-images-CVIU11-pattern34-target22 14 94 102 359 105 42
all-images-CVIU11-pattern34-target23 14 225 212 756 232 76
all-images-CVIU11-pattern34-target24 14 35 36 153 35 18
all-images-CVIU11-pattern34-target25 14 102 133 395 87 71
all-images-CVIU11-pattern34-target26 14 47 66 219 70 31
all-images-CVIU11-pattern34-target27 14 187 192 561 210 64
all-images-CVIU11-pattern34-target28 14 45 46 190 55 26
all-images-CVIU11-pattern34-target29 14 400 359 1256 411 73
all-images-CVIU11-pattern34-target3 14 230 218 789 262 58
all-images-CVIU11-pattern34-target30 14 287 255 946 343 92
all-images-CVIU11-pattern34-target31 14 208 208 721 218 102
all-images-CVIU11-pattern34-target32 14 447 413 1260 435 82
all-images-CVIU11-pattern34-target33 14 459 398 1224 387 85
all-images-CVIU11-pattern34-target34 14 171 173 574 179 60
all-images-CVIU11-pattern34-target35 14 354 378 1315 354 154
all-images-CVIU11-pattern34-target36 14 97 116 447 108 61
all-images-CVIU11-pattern34-target37 14 336 360 1037 349 83
all-images-CVIU11-pattern34-target38 14 298 309 1000 287 90
all-images-CVIU11-pattern34-target39 14 134 117 439 128 53
all-images-CVIU11-pattern34-target4 14 202 204 664 295 71
all-images-CVIU11-pattern34-target40 14 153 186 611 177 59
all-images-CVIU11-pattern34-target41 14 153 152 544 170 48
all-images-CVIU11-pattern34-target42 14 176 176 588 174 56
all-images-CVIU11-pattern34-target43 14 276 302 884 299 70
all-images-CVIU11-pattern34-target44 14 446 386 1344 418 112
all-images-CVIU11-pattern34-target45 14 385 392 1144 377 84
all-images-CVIU11-pattern34-target46 14 205 186 589 179 58
all-images-CVIU11-pattern34-target47 14 317 303 970 311 122
all-images-CVIU11-pattern34-target48 14 88 100 398 94 79
all-images-CVIU11-pattern34-target49 14 160 168 602 170 58
all-images-CVIU11-pattern34-target5 14 306 334 980 287 77
all-images-CVIU11-pattern34-target50 14 339 315 1048 343 102
all-images-CVIU11-pattern34-target51 14 124 154 492 141 43
all-images-CVIU11-pattern34-target52 14 140 134 555 137 85
all-images-CVIU11-pattern34-target53 14 80 80 366 96 52
all-images-CVIU11-pattern34-target54 14 89 81 357 93 74
all-images-CVIU11-pattern34-target55 14 116 111 306 73 62
all-images-CVIU11-pattern34-target56 14 87 55 251 87 45
all-images-CVIU11-pattern34-target57 14 446 439 1253 492 119
all-images-CVIU11-pattern34-target58 14 83 58 301 98 29
all-images-CVIU11-pattern34-target59 14 299 284 884 262 77
all-images-CVIU11-pattern34-target6 14 298 319 923 387 109
all-images-CVIU11-pattern34-target60 14 148 131 499 134 82
all-images-CVIU11-pattern34-target61 14 248 279 861 309 104
all-images-CVIU11-pattern34-target62 14 323 316 936 340 108
all-images-CVIU11-pattern34-target63 14 230 206 782 213 58
all-images-CVIU11-pattern34-target64 14 137 141 537 169 58
all-images-CVIU11-pattern34-target65 14 139 140 500 121 58
all-images-CVIU11-pattern34-target66 14 80 81 323 92 46
all-images-CVIU11-pattern34-target67 14 341 303 1051 304 85
all-images-CVIU11-pattern34-target68 14 337 349 1159 443 87
all-images-CVIU11-pattern34-target69 14 387 383 1274 406 87
all-images-CVIU11-pattern34-target7 14 297 267 869 275 72
all-images-CVIU11-pattern34-target70 14 326 342 1012 415 89
all-images-CVIU11-pattern34-target71 14 255 263 977 237 68
all-images-CVIU11-pattern34-target72 14 225 227 733 257 63
all-images-CVIU11-pattern34-target73 14 375 337 1021 329 124
all-images-CVIU11-pattern34-target74 14 348 425 1093 405 76
all-images-CVIU11-pattern34-target75 14 368 365 1103 392 136
all-images-CVIU11-pattern34-target76 14 362 378 1324 383 87
all-images-CVIU11-pattern34-target77 14 369 457 1171 382 89
all-images-CVIU11-pattern34-target78 14 434 474 1197 369 102
all-images-CVIU11-pattern34-target79 14 60 91 303 95 30
all-images-CVIU11-pattern34-target8 14 125 161 498 155 60
all-images-CVIU11-pattern34-target80 14 76 110 365 78 69
all-images-CVIU11-pattern34-target81 14 150 175 540 202 97
all-images-CVIU11-pattern34-target82 14 207 205 648 228 101
all-images-CVIU11-pattern34-target83 14 215 200 756 241 104
all-images-CVIU11-pattern34-target84 14 13 15 91 11 15
all-images-CVIU11-pattern34-target85 14 279 266 892 323 111
all-images-CVIU11-pattern34-target86 14 158 143 588 165 54
all-images-CVIU11-pattern34-target87 14 159 164 508 132 47
all-images-CVIU11-pattern34-target88 14 237 275 764 236 93
all-images-CVIU11-pattern34-target89 14 88 128 390 107 76
all-images-CVIU11-pattern34-target9 14 167 139 510 142 50
all-images-CVIU11-pattern34-target90 14 58 46 297 44 59
all-images-CVIU11-pattern34-target91 14 31 19 157 26 18
all-images-CVIU11-pattern34-target92 14 366 332 1119 360 136
all-images-CVIU11-pattern34-target93 14 162 156 646 188 58
all-images-CVIU11-pattern34-target94 14 253 227 840 264 61
all-images-CVIU11-pattern34-target95 14 35 43 170 44 44
all-images-CVIU11-pattern34-target96 14 102 97 392 96 61
all-images-CVIU11-pattern34-target97 14 133 103 372 135 64
all-images-CVIU11-pattern34-target98 14 66 61 230 70 23
all-images-CVIU11-pattern34-target99 14 230 244 765 326 72
all-images-CVIU11-pattern35-target1 14 209 249 1283 217 61
all-images-CVIU11-pattern35-target10 14 140 135 911 144 91
all-images-CVIU11-pattern35-target100 14 35 53 308 54 49
all-images-CVIU11-pattern35-target101 14 59 57 362 60 23
all-images-CVIU11-pattern35-target102 14 142 85 582 84 41
all-images-CVIU11-pattern35-target103 14 102 118 651 89 45
all-images-CVIU11-pattern35-target104 14 197 214 1240 230 112
all-images-CVIU11-pattern35-target105 14 212 227 1157 211 63
all-images-CVIU11-pattern35-target106 14 175 148 936 156 56
all-images-CVIU11-pattern35-target107 14 131 108 706 116 48
all-images-CVIU11-pattern35-target108 14 331 351 1971 354 96
all-images-CVIU11-pattern35-target109 14 251 222 1359 327 70
all-images-CVIU11-pattern35-target11 14 89 57 499 74 57
all-images-CVIU11-pattern35-target110 14 78 68 577 76 74
all-images-CVIU11-pattern35-target111 14 88 75 495 79 48
all-images-CVIU11-pattern35-target112 14 64 87 523 87 37
all-images-CVIU11-pattern35-target113 14 108 115 655 78 53
all-images-CVIU11-pattern35-target114 14 47 46 374 59 62
all-images-CVIU11-pattern35-target115 14 160 199 917 194 59
all-images-CVIU11-pattern35-target116 14 403 353 2137 411 99
all-images-CVIU11-pattern35-target117 14 226 206 1187 178 78
all-images-CVIU11-pattern35-target118 14 137 151 944 141 47
all-images-CVIU11-pattern35-target119 14 378 349 1837 404 110
all-images-CVIU11-pattern35-target12 14 176 205 1121 182 86
all-images-CVIU11-pattern35-target120 14 199 206 1236 216 73
all-images-CVIU11-pattern35-target121 14 322 308 1529 326 87
all-images-CVIU11-pattern35-target122 14 136 127 787 173 65
all-images-CVIU11-pattern35-target123 14 273 337 1598 278 86
all-images-CVIU11-pattern35-target124 14 166 144 972 145 57
all-images-CVIU11-pattern35-target125 14 247 244 1364 255 77
all-images-CVIU11-pattern35-target126 14 28 16 207 25 22
all-images-CVIU11-pattern35-target127 14 28 30 308 29 38
all-images-CVIU11-pattern35-target128 14 217 247 1370 218 82
all-images-CVIU11-pattern35-target129 14 38 56 286 61 24
all-images-CVIU11-pattern35-target13 14 179 169 1062 189 68
all-images-CVIU11-pattern35-target130 14 57 37 297 43 35
all-images-CVIU11-pattern35-target131 14 76 74 536 87 50
all-images-CVIU11-pattern35-target132 14 132 113 737 120 55
all-images-CVIU11-pattern35-target133 14 86 79 622 79 56
all-images-CVIU11-pattern35-target134 14 156 138 853 114 96
all-images-CVIU11-pattern35-target135 14 117 102 622 119 56
all-images-CVIU11-pattern35-target136 14 116 144 747 117 51
all-images-CVIU11-pattern35-target137 14 35 37 282 51 24
all-images-CVIU11-pattern35-target138 14 384 378 1935 383 114
all-images-CVIU11-pattern35-target139 14 63 74 385 55 33
all-images-CVIU11-pattern35-target14 14 41 44 338 30 25
all-images-CVIU11-pattern35-target140 14 60 105 435 58 76
all-images-CVIU11-pattern35-target141 14 42 38 368 54 59
all-images-CVIU11-pattern35-target142 14 95 111 702 108 48
all-images-CVIU11-pattern35-target143 14 99 108 507 89 44
all-images-CVIU11-pattern35-target144 14 147 145 834 170 48
all-images-CVIU11-pattern35-target145 14 82 56 412 54 32
all-images-CVIU11-pattern35-target146 14 240 250 1459 308 62
all-images-CVIU11-pattern35-target15 14 25 30 216 23 21
all-images-CVIU11-pattern35-target16 14 77 49 388 43 45
all-images-CVIU11-pattern35-target17 14 233 231 1272 233 68
all-images-CVIU11-pattern35-target18 14 214 201 1269 222 75
all-images-CVIU11-pattern35-target19 14 370 373 2226 393 107
all-images-CVIU11-pattern35-target2 14 146 154 968 146 105
all-images-CVIU11-pattern35-target20 14 286 261 1480 292 83
all-images-CVIU11-pattern35-target21 14 187 156 1076 174 68
all-images-CVIU11-pattern35-target22 14 128 92 696 118 80
all-images-CVIU11-pattern35-target23 14 226 207 1212 246 67
all-images-CVIU11-pattern35-target24 14 24 42 207 24 44
all-images-CVIU11-pattern35-target25 14 84 77 578 112 38
all-images-CVIU11-pattern35-target26 14 63 36 430 37 35
all-images-CVIU11-pattern35-target27 14 153 153 876 224 102
all-images-CVIU11-pattern35-target28 14 44 37 265 23 51
all-images-CVIU11-pattern35-target29 14 405 386 2008 455 102
all-images-CVIU11-pattern35-target3 14 245 229 1396 263 114
all-images-CVIU11-pattern35-target30 14 274 322 1576 405 88
all-images-CVIU11-pattern35-target31 14 228 203 1144 208 59
all-images-CVIU11-pattern35-target32 14 445 448 2238 460 178
all-images-CVIU11-pattern35-target33 14 413 400 2066 419 98
all-images-CVIU11-pattern35-target34 14 161 137 976 137 63
all-images-CVIU11-pattern35-target35 14 360 362 2083 365 110
all-images-CVIU11-pattern35-target36 14 101 114 723 137 86
all-images-CVIU11-pattern35-target37 14 349 365 1829 396 91
all-images-CVIU11-pattern35-target38 14 316 305 1714 319 143
all-images-CVIU11-pattern35-target39 14 124 141 792 146 44
all-images-CVIU11-pattern35-target4 14 219 202 1137 209 110
all-images-CVIU11-pattern35-target40 14 178 182 990 202 52
all-images-CVIU11-pattern35-target41 14 171 132 937 160 84
all-images-CVIU11-pattern35-target42 14 179 171 1011 202 65
all-images-CVIU11-pattern35-target43 14 373 307 1556 306 108
all-images-CVIU11-pattern35-target44 14 419 417 2308 403 146
all-images-CVIU11-pattern35-target45 14 400 366 2108 353 91
all-images-CVIU11-pattern35-target46 14 182 177 997 177 89
all-images-CVIU11-pattern35-target47 14 390 327 1730 298 89
all-images-CVIU11-pattern35-target48 14 109 92 622 100 51
all-images-CVIU11-pattern35-target49 14 196 175 969 170 94
all-images-CVIU11-pattern35-target5 14 312 306 1717 298 90
all-images-CVIU11-pattern35-target50 14 354 342 1812 369 156
all-images-CVIU11-pattern35-target51 14 128 127 834 129 55
all-images-CVIU11-pattern35-target52 14 141 144 817 144 55
all-images-CVIU11-pattern35-target53 14 121 133 553 101 47
all-images-CVIU11-pattern35-target54 14 92 86 701 92 43
all-images-CVIU11-pattern35-target55 14 111 84 527 74 52
all-images-CVIU11-pattern35-target56 14 51 47 425 68 36
all-images-CVIU11-pattern35-target57 14 421 421 2211 437 125
all-images-CVIU11-pattern35-target58 14 66 92 441 79 61
all-images-CVIU11-pattern35-target59 14 307 292 1571 285 93
all-images-CVIU11-pattern35-target6 14 359 293 1618 350 68
all-images-CVIU11-pattern35-target60 14 138 123 873 121 54
all-images-CVIU11-pattern35-target61 14 248 256 1492 267 113
all-images-CVIU11-pattern35-target62 14 323 327 1620 328 144
all-images-CVIU11-pattern35-target63 14 222 227 1287 222 93
all-images-CVIU11-pattern35-target64 14 150 181 921 163 50
all-images-CVIU11-pattern35-target65 14 142 161 887 138 83
all-images-CVIU11-pattern35-target66 14 108 129 575 128 38
all-images-CVIU11-pattern35-target67 14 324 348 1761 378 101
all-images-CVIU11-pattern35-target68 14 341 343 1973 363 112
all-images-CVIU11-pattern35-target69 14 388 395 2229 395 93
all-images-CVIU11-pattern35-target7 14 274 274 1480 296 82
all-images-CVIU11-pattern35-target70 14 349 344 1749 491 110
all-images-CVIU11-pattern35-target71 14 239 243 1462 282 108
all-images-CVIU11-pattern35-target72 14 252 295 1279 279 94
all-images-CVIU11-pattern35-target73 14 340 316 1780 410 88
all-images-CVIU11-pattern35-target74 14 364 373 1898 394 118
all-images-CVIU11-pattern35-target75 14 373 388 1969 369 117
all-images-CVIU11-pattern35-target76 14 374 371 2107 387 95
all-images-CVIU11-pattern35-target77 14 372 408 2135 383 102
all-images-CVIU11-pattern35-target78 14 381 421 2007 428 112
all-images-CVIU11-pattern35-target79 14 110 79 434 67 36
all-images-CVIU11-pattern35-target8 14 148 172 865 187 51
all-images-CVIU11-pattern35-target80 14 111 81 557 85 48
all-images-CVIU11-pattern35-target81 14 156 176 886 177 64
all-images-CVIU11-pattern35-target82 14 210 228 1112 259 114
all-images-CVIU11-pattern35-target83 14 211 219 1260 287 69
all-images-CVIU11-pattern35-target84 14 22 30 137 15 16
all-images-CVIU11-pattern35-target85 14 326 354 1555 289 147
all-images-CVIU11-pattern35-target86 14 162 169 952 150 63
all-images-CVIU11-pattern35-target87 14 139 171 871 142 57
all-images-CVIU11-pattern35-target88 14 249 268 1374 248 112
all-images-CVIU11-pattern35-target89 14 94 94 619 100 57
all-images-CVIU11-pattern35-target9 14 140 146 838 129 62
all-images-CVIU11-pattern35-target90 14 75 49 378 78 61
all-images-CVIU11-pattern35-target91 14 40 25 216 25 20
all-images-CVIU11-pattern35-target92 14 363 368 1946 413 140
all-images-CVIU11-pattern35-target93 14 188 167 1052 183 56
all-images-CVIU11-pattern35-target94 14 259 237 1440 243 79
all-images-CVIU11-pattern35-target95 14 30 33 273 50 41
all-images-CVIU11-pattern35-target96 14 108 95 643 127 85
all-images-CVIU11-pattern35-target97 14 104 95 635 152 45
all-images-CVIU11-pattern35-target98 14 54 51 345 71 31
all-images-CVIU11-pattern35-target99 14 237 238 1347 275 106
all-images-CVIU11-pattern36-target1 14 230 249 2432 242 82
all-images-CVIU11-pattern36-target10 14 186 192 1772 188 114
all-images-CVIU11-pattern36-target100 14 66 68 521 41 57
all-images-CVIU11-pattern36-target101 14 47 47 541 45 27
all-images-CVIU11-pattern36-target102 14 93 94 1039 136 79
all-images-CVIU11-pattern36-target103 14 148 110 1209 113 51
all-images-CVIU11-pattern36-target104 14 211 234 2397 251 86
all-images-CVIU11-pattern36-target105 14 227 253 2367 274 130
all-images-CVIU11-pattern36-target106 14 175 175 1858 181 98
all-images-CVIU11-pattern36-target107 14 125 123 1427 135 81
all-images-CVIU11-pattern36-target108 14 394 374 4119 424 110
all-images-CVIU11-pattern36-target109 14 229 231 2576 239 89
all-images-CVIU11-pattern36-target11 14 78 80 883 81 51
all-images-CVIU11-pattern36-target110 14 97 130 1093 189 86
all-images-CVIU11-pattern36-target111 14 113 125 968 91 52
all-images-CVIU11-pattern36-target112 14 100 82 970 83 53
all-images-CVIU11-pattern36-target113 14 105 138 1247 122 46
all-images-CVIU11-pattern36-target114 14 57 58 775 78 68
all-images-CVIU11-pattern36-target115 14 173 163 1835 251 78
all-images-CVIU11-pattern36-target116 14 440 392 4305 391 108
all-images-CVIU11-pattern36-target117 14 208 217 2355 228 79
all-images-CVIU11-pattern36-target118 14 145 147 1726 145 62
all-images-CVIU11-pattern36-target119 14 393 380 3779 390 95
all-images-CVIU11-pattern36-target12 14 197 200 2152 208 81
all-images-CVIU11-pattern36-target120 14 231 223 2558 255 90
all-images-CVIU11-pattern36-target121 14 287 284 3055 337 149
all-images-CVIU11-pattern36-target122 14 161 190 1634 198 96
all-images-CVIU11-pattern36-target123 14 285 289 3214 329 101
all-images-CVIU11-pattern36-target124 14 184 181 1897 195 112
all-images-CVIU11-pattern36-target125 14 267 277 2806 297 113
all-images-CVIU11-pattern36-target126 14 27 45 373 46 41
all-images-CVIU11-pattern36-target127 14 37 59 469 54 25
all-images-CVIU11-pattern36-target128 14 243 240 2780 350 147
all-images-CVIU11-pattern36-target129 14 53 47 557 47 32
all-images-CVIU11-pattern36-target13 14 201 190 2146 276 75
all-images-CVIU11-pattern36-target130 14 44 44 503 67 51
all-images-CVIU11-pattern36-target131 14 88 130 1097 98 60
all-images-CVIU11-pattern36-target132 14 124 119 1333 130 54
all-images-CVIU11-pattern36-target133 14 106 111 1176 112 58
all-images-CVIU11-pattern36-target134 14 123 148 1567 133 109
all-images-CVIU11-pattern36-target135 14 119 117 1251 134 46
all-images-CVIU11-pattern36-target136 14 126 157 1446 148 64
all-images-CVIU11-pattern36-target137 14 43 69 556 45 49
all-images-CVIU11-pattern36-target138 14 399 398 3947 417 98
all-images-CVIU11-pattern36-target139 14 57 57 675 56 71
